cpdate,datestr2,cp
731552.520833333,2002-12-02 12:30,93.84
731552.541666667,2002-12-02 13:00,93.9
731553.291666667,2002-12-03 07:00,92.97
731553.3125,2002-12-03 07:30,93.11
731553.333333333,2002-12-03 08:00,92.95
731553.354166667,2002-12-03 08:30,92.9
731553.375,2002-12-03 09:00,92.56
731553.395833333,2002-12-03 09:30,92.68
731553.416666667,2002-12-03 10:00,92.67
731553.4375,2002-12-03 10:30,92.85
731553.458333333,2002-12-03 11:00,92.62
731553.479166667,2002-12-03 11:30,92.85
731553.5,2002-12-03 12:00,92.85
731553.520833333,2002-12-03 12:30,92.81
731553.541666667,2002-12-03 13:00,92.55
731554.291666667,2002-12-04 07:00,91.78
731554.3125,2002-12-04 07:30,91.99
731554.333333333,2002-12-04 08:00,92.19
731554.354166667,2002-12-04 08:30,91.84
731554.375,2002-12-04 09:00,92.01
731554.395833333,2002-12-04 09:30,92.27
731554.416666667,2002-12-04 10:00,92.25
731554.4375,2002-12-04 10:30,92.16
731554.458333333,2002-12-04 11:00,91.78
731554.479166667,2002-12-04 11:30,92.1
731554.5,2002-12-04 12:00,92.81
731554.520833333,2002-12-04 12:30,92.67
731554.541666667,2002-12-04 13:00,92.29
731555.291666667,2002-12-05 07:00,91.9
731555.3125,2002-12-05 07:30,91.9
731555.333333333,2002-12-05 08:00,91.6
731555.354166667,2002-12-05 08:30,91.27
731555.375,2002-12-05 09:00,91.31
731555.395833333,2002-12-05 09:30,91.41
731555.416666667,2002-12-05 10:00,91.26
731555.4375,2002-12-05 10:30,91.25
731555.458333333,2002-12-05 11:00,91.64
731555.479166667,2002-12-05 11:30,91.55
731555.5,2002-12-05 12:00,91.59
731555.520833333,2002-12-05 12:30,91.39
731555.541666667,2002-12-05 13:00,91.18
731556.291666667,2002-12-06 07:00,90.88
731556.3125,2002-12-06 07:30,91.07
731556.333333333,2002-12-06 08:00,91.21
731556.354166667,2002-12-06 08:30,91.25
731556.375,2002-12-06 09:00,91.49
731556.395833333,2002-12-06 09:30,91.61
731556.416666667,2002-12-06 10:00,91.53
731556.4375,2002-12-06 10:30,91.59
731556.458333333,2002-12-06 11:00,91.92
731556.479166667,2002-12-06 11:30,91.87
731556.5,2002-12-06 12:00,91.5
731556.520833333,2002-12-06 12:30,91.31
731556.541666667,2002-12-06 13:00,91.78
731559.291666667,2002-12-09 07:00,91.44
731559.3125,2002-12-09 07:30,90.94
731559.333333333,2002-12-09 08:00,90.78
731559.354166667,2002-12-09 08:30,90.6
731559.375,2002-12-09 09:00,90.45
731559.395833333,2002-12-09 09:30,90.35
731559.416666667,2002-12-09 10:00,90.54
731559.4375,2002-12-09 10:30,90.37
731559.458333333,2002-12-09 11:00,90.12
731559.479166667,2002-12-09 11:30,90.65
731559.5,2002-12-09 12:00,90.4
731559.520833333,2002-12-09 12:30,90.07
731559.541666667,2002-12-09 13:00,89.67
731560.291666667,2002-12-10 07:00,90.04
731560.3125,2002-12-10 07:30,89.94
731560.333333333,2002-12-10 08:00,90.02
731560.354166667,2002-12-10 08:30,90.41
731560.375,2002-12-10 09:00,90.51
731560.395833333,2002-12-10 09:30,90.4
731560.416666667,2002-12-10 10:00,90.44
731560.4375,2002-12-10 10:30,90.46
731560.458333333,2002-12-10 11:00,90.7
731560.479166667,2002-12-10 11:30,90.61
731560.5,2002-12-10 12:00,90.48
731560.520833333,2002-12-10 12:30,90.79
731560.541666667,2002-12-10 13:00,90.92
731561.291666667,2002-12-11 07:00,90.38
731561.3125,2002-12-11 07:30,90.89
731561.333333333,2002-12-11 08:00,91.01
731561.354166667,2002-12-11 08:30,91.36
731561.375,2002-12-11 09:00,91.4
731561.395833333,2002-12-11 09:30,91.3
731561.416666667,2002-12-11 10:00,91.25
731561.4375,2002-12-11 10:30,91.1
731561.458333333,2002-12-11 11:00,91.2
731561.479166667,2002-12-11 11:30,90.85
731561.5,2002-12-11 12:00,90.95
731561.520833333,2002-12-11 12:30,91.25
731561.541666667,2002-12-11 13:00,91.06
731562.291666667,2002-12-12 07:00,90.59
731562.3125,2002-12-12 07:30,91.15
731562.333333333,2002-12-12 08:00,91.29
731562.354166667,2002-12-12 08:30,91.16
731562.375,2002-12-12 09:00,90.35
731562.395833333,2002-12-12 09:30,90.43
731562.416666667,2002-12-12 10:00,90.58
731562.4375,2002-12-12 10:30,90.81
731562.458333333,2002-12-12 11:00,90.44
731562.479166667,2002-12-12 11:30,90.74
731562.5,2002-12-12 12:00,90.87
731562.520833333,2002-12-12 12:30,90.87
731562.541666667,2002-12-12 13:00,90.72
731563.291666667,2002-12-13 07:00,89.98
731563.3125,2002-12-13 07:30,89.69
731563.333333333,2002-12-13 08:00,89.87
731563.354166667,2002-12-13 08:30,89.95
731563.375,2002-12-13 09:00,89.87
731563.395833333,2002-12-13 09:30,89.73
731563.416666667,2002-12-13 10:00,90.38
731563.4375,2002-12-13 10:30,90.07
731563.458333333,2002-12-13 11:00,90.15
731563.479166667,2002-12-13 11:30,89.94
731563.5,2002-12-13 12:00,89.7
731563.520833333,2002-12-13 12:30,89.66
731563.541666667,2002-12-13 13:00,89.54
731566.291666667,2002-12-16 07:00,90.18
731566.3125,2002-12-16 07:30,90.4
731566.333333333,2002-12-16 08:00,90.65
731566.354166667,2002-12-16 08:30,90.82
731566.375,2002-12-16 09:00,91.22
731566.395833333,2002-12-16 09:30,91.24
731566.416666667,2002-12-16 10:00,91.06
731566.4375,2002-12-16 10:30,91.07
731566.458333333,2002-12-16 11:00,91.17
731566.479166667,2002-12-16 11:30,91.23
731566.5,2002-12-16 12:00,91.05
731566.520833333,2002-12-16 12:30,91.5
731566.541666667,2002-12-16 13:00,91.63
731567.291666667,2002-12-17 07:00,91.55
731567.3125,2002-12-17 07:30,91.51
731567.333333333,2002-12-17 08:00,91
731567.354166667,2002-12-17 08:30,91.12
731567.375,2002-12-17 09:00,91.3
731567.395833333,2002-12-17 09:30,91.25
731567.416666667,2002-12-17 10:00,91.27
731567.4375,2002-12-17 10:30,91.11
731567.458333333,2002-12-17 11:00,91.12
731567.479166667,2002-12-17 11:30,91.33
731567.5,2002-12-17 12:00,91.13
731567.520833333,2002-12-17 12:30,91.02
731567.541666667,2002-12-17 13:00,90.9
731568.291666667,2002-12-18 07:00,90.18
731568.3125,2002-12-18 07:30,89.83
731568.333333333,2002-12-18 08:00,89.45
731568.354166667,2002-12-18 08:30,89.56
731568.375,2002-12-18 09:00,89.78
731568.395833333,2002-12-18 09:30,89.77
731568.416666667,2002-12-18 10:00,89.9
731568.4375,2002-12-18 10:30,89.78
731568.458333333,2002-12-18 11:00,89.65
731568.479166667,2002-12-18 11:30,89.94
731568.5,2002-12-18 12:00,89.47
731568.520833333,2002-12-18 12:30,89.45
731568.541666667,2002-12-18 13:00,89.65
731569.291666667,2002-12-19 07:00,90.27
731569.3125,2002-12-19 07:30,90.18
731569.333333333,2002-12-19 08:00,89.57
731569.354166667,2002-12-19 08:30,89.51
731569.375,2002-12-19 09:00,89.84
731569.395833333,2002-12-19 09:30,89.56
731569.416666667,2002-12-19 10:00,89.44
731569.4375,2002-12-19 10:30,88.94
731569.458333333,2002-12-19 11:00,89.01
731569.479166667,2002-12-19 11:30,89.13
731569.5,2002-12-19 12:00,88.93
731569.520833333,2002-12-19 12:30,88.7
731569.541666667,2002-12-19 13:00,89.05
731570.291666667,2002-12-20 07:00,89.47
731570.3125,2002-12-20 07:30,89.5
731570.333333333,2002-12-20 08:00,89.41
731570.354166667,2002-12-20 08:30,89.45
731570.375,2002-12-20 09:00,89.64
731570.395833333,2002-12-20 09:30,89.81
731570.416666667,2002-12-20 10:00,89.79
731570.4375,2002-12-20 10:30,89.89
731570.458333333,2002-12-20 11:00,89.72
731570.479166667,2002-12-20 11:30,89.58
731570.5,2002-12-20 12:00,89.39
731570.520833333,2002-12-20 12:30,89.64
731570.541666667,2002-12-20 13:00,89.69
731573.291666667,2002-12-23 07:00,89.52
731573.3125,2002-12-23 07:30,89.77
731573.333333333,2002-12-23 08:00,90.27
731573.354166667,2002-12-23 08:30,90.4
731573.375,2002-12-23 09:00,90.16
731573.395833333,2002-12-23 09:30,90.14
731573.416666667,2002-12-23 10:00,89.95
731573.4375,2002-12-23 10:30,90
731573.458333333,2002-12-23 11:00,89.65
731573.479166667,2002-12-23 11:30,89.77
731573.5,2002-12-23 12:00,89.72
731573.520833333,2002-12-23 12:30,89.72
731573.541666667,2002-12-23 13:00,89.95
731574.291666667,2002-12-24 07:00,89.72
731574.3125,2002-12-24 07:30,89.61
731574.333333333,2002-12-24 08:00,89.5
731574.354166667,2002-12-24 08:30,89.61
731574.375,2002-12-24 09:00,89.6
731574.395833333,2002-12-24 09:30,89.66
731574.416666667,2002-12-24 10:00,89.43
731574.4375,2002-12-24 10:30,89.45
731574.458333333,2002-12-24 11:00,89.3
731574.5,2002-12-24 12:00,89.33
731576.291666667,2002-12-26 07:00,90.04
731576.3125,2002-12-26 07:30,90.28
731576.333333333,2002-12-26 08:00,90.45
731576.354166667,2002-12-26 08:30,90.37
731576.375,2002-12-26 09:00,90.14
731576.395833333,2002-12-26 09:30,90.19
731576.416666667,2002-12-26 10:00,90.18
731576.4375,2002-12-26 10:30,90.21
731576.458333333,2002-12-26 11:00,90.06
731576.479166667,2002-12-26 11:30,89.76
731576.5,2002-12-26 12:00,89.43
731576.520833333,2002-12-26 12:30,89.03
731576.541666667,2002-12-26 13:00,89.03
731577.291666667,2002-12-27 07:00,88.88
731577.3125,2002-12-27 07:30,88.64
731577.333333333,2002-12-27 08:00,88.46
731577.354166667,2002-12-27 08:30,88.43
731577.375,2002-12-27 09:00,88.35
731577.395833333,2002-12-27 09:30,88.25
731577.416666667,2002-12-27 10:00,88.32
731577.4375,2002-12-27 10:30,88.26
731577.458333333,2002-12-27 11:00,87.93
731577.479166667,2002-12-27 11:30,87.95
731577.5,2002-12-27 12:00,87.64
731577.520833333,2002-12-27 12:30,87.85
731577.541666667,2002-12-27 13:00,87.68
731580.291666667,2002-12-30 07:00,87.64
731580.3125,2002-12-30 07:30,87.9
731580.333333333,2002-12-30 08:00,87.52
731580.354166667,2002-12-30 08:30,87.46
731580.375,2002-12-30 09:00,87.59
731580.395833333,2002-12-30 09:30,87.78
731580.416666667,2002-12-30 10:00,87.7
731580.4375,2002-12-30 10:30,87.9
731580.458333333,2002-12-30 11:00,88.03
731580.479166667,2002-12-30 11:30,87.9
731580.5,2002-12-30 12:00,88.07
731580.520833333,2002-12-30 12:30,88.44
731580.541666667,2002-12-30 13:00,88.09
731581.291666667,2002-12-31 07:00,88.11
731581.3125,2002-12-31 07:30,87.35
731581.333333333,2002-12-31 08:00,87.32
731581.354166667,2002-12-31 08:30,87.54
731581.375,2002-12-31 09:00,87.77
731581.395833333,2002-12-31 09:30,87.96
731581.416666667,2002-12-31 10:00,88.02
731581.4375,2002-12-31 10:30,88.27
731581.458333333,2002-12-31 11:00,88.03
731581.479166667,2002-12-31 11:30,88.24
731581.5,2002-12-31 12:00,88.3
731581.520833333,2002-12-31 12:30,88.05
731581.541666667,2002-12-31 13:00,88.16
731583.291666667,2003-01-02 07:00,88.7
731583.3125,2003-01-02 07:30,90.24
731583.333333333,2003-01-02 08:00,90.35
731583.354166667,2003-01-02 08:30,90.24
731583.375,2003-01-02 09:00,90.36
731583.395833333,2003-01-02 09:30,90.43
731583.416666667,2003-01-02 10:00,90.53
731583.4375,2003-01-02 10:30,90.44
731583.458333333,2003-01-02 11:00,90.49
731583.479166667,2003-01-02 11:30,90.74
731583.5,2003-01-02 12:00,90.66
731583.520833333,2003-01-02 12:30,90.9
731583.541666667,2003-01-02 13:00,91.11
731584.291666667,2003-01-03 07:00,90.98
731584.3125,2003-01-03 07:30,90.87
731584.333333333,2003-01-03 08:00,90.81
731584.354166667,2003-01-03 08:30,90.8
731584.375,2003-01-03 09:00,90.83
731584.395833333,2003-01-03 09:30,90.76
731584.416666667,2003-01-03 10:00,90.8
731584.4375,2003-01-03 10:30,90.91
731584.458333333,2003-01-03 11:00,91.01
731584.479166667,2003-01-03 11:30,90.71
731584.5,2003-01-03 12:00,90.67
731584.520833333,2003-01-03 12:30,90.95
731584.541666667,2003-01-03 13:00,91.11
731587.291666667,2003-01-06 07:00,91.79
731587.3125,2003-01-06 07:30,92.16
731587.333333333,2003-01-06 08:00,92.43
731587.354166667,2003-01-06 08:30,92.44
731587.375,2003-01-06 09:00,92.59
731587.395833333,2003-01-06 09:30,92.65
731587.416666667,2003-01-06 10:00,92.83
731587.4375,2003-01-06 10:30,93.07
731587.458333333,2003-01-06 11:00,92.91
731587.479166667,2003-01-06 11:30,93.21
731587.5,2003-01-06 12:00,93.42
731587.520833333,2003-01-06 12:30,93.46
731587.541666667,2003-01-06 13:00,93.12
731588.291666667,2003-01-07 07:00,92.85
731588.3125,2003-01-07 07:30,92.7
731588.333333333,2003-01-07 08:00,92.3
731588.354166667,2003-01-07 08:30,92.74
731588.375,2003-01-07 09:00,92.9
731588.395833333,2003-01-07 09:30,92.81
731588.416666667,2003-01-07 10:00,92.67
731588.4375,2003-01-07 10:30,92.86
731588.458333333,2003-01-07 11:00,93.12
731588.479166667,2003-01-07 11:30,92.93
731588.5,2003-01-07 12:00,92.75
731588.520833333,2003-01-07 12:30,92.67
731588.541666667,2003-01-07 13:00,92.57
731589.291666667,2003-01-08 07:00,91.79
731589.3125,2003-01-08 07:30,92.1
731589.333333333,2003-01-08 08:00,91.93
731589.354166667,2003-01-08 08:30,92.27
731589.375,2003-01-08 09:00,91.94
731589.395833333,2003-01-08 09:30,91.74
731589.416666667,2003-01-08 10:00,91.7
731589.4375,2003-01-08 10:30,91.71
731589.458333333,2003-01-08 11:00,91.53
731589.479166667,2003-01-08 11:30,91.53
731589.5,2003-01-08 12:00,91.21
731589.520833333,2003-01-08 12:30,91.29
731589.541666667,2003-01-08 13:00,91.22
731590.291666667,2003-01-09 07:00,92.25
731590.3125,2003-01-09 07:30,92.71
731590.333333333,2003-01-09 08:00,92.94
731590.354166667,2003-01-09 08:30,92.94
731590.375,2003-01-09 09:00,92.95
731590.395833333,2003-01-09 09:30,92.83
731590.416666667,2003-01-09 10:00,92.76
731590.4375,2003-01-09 10:30,92.63
731590.458333333,2003-01-09 11:00,92.46
731590.479166667,2003-01-09 11:30,92.63
731590.5,2003-01-09 12:00,92.76
731590.520833333,2003-01-09 12:30,92.79
731590.541666667,2003-01-09 13:00,92.99
731591.291666667,2003-01-10 07:00,92.62
731591.3125,2003-01-10 07:30,93.04
731591.333333333,2003-01-10 08:00,93.43
731591.354166667,2003-01-10 08:30,93.03
731591.375,2003-01-10 09:00,93.28
731591.395833333,2003-01-10 09:30,92.87
731591.416666667,2003-01-10 10:00,92.66
731591.4375,2003-01-10 10:30,92.66
731591.458333333,2003-01-10 11:00,92.81
731591.479166667,2003-01-10 11:30,92.95
731591.5,2003-01-10 12:00,93.13
731591.520833333,2003-01-10 12:30,92.85
731591.541666667,2003-01-10 13:00,93.03
731594.291666667,2003-01-13 07:00,93.66
731594.3125,2003-01-13 07:30,93.05
731594.333333333,2003-01-13 08:00,92.65
731594.354166667,2003-01-13 08:30,92.82
731594.375,2003-01-13 09:00,92.92
731594.395833333,2003-01-13 09:30,93.02
731594.416666667,2003-01-13 10:00,93.05
731594.4375,2003-01-13 10:30,92.87
731594.458333333,2003-01-13 11:00,93.08
731594.479166667,2003-01-13 11:30,93.15
731594.5,2003-01-13 12:00,92.89
731594.520833333,2003-01-13 12:30,92.96
731594.541666667,2003-01-13 13:00,92.85
731595.291666667,2003-01-14 07:00,92.8
731595.3125,2003-01-14 07:30,93.02
731595.333333333,2003-01-14 08:00,92.9
731595.354166667,2003-01-14 08:30,92.97
731595.375,2003-01-14 09:00,93.16
731595.395833333,2003-01-14 09:30,93.1
731595.416666667,2003-01-14 10:00,93.11
731595.4375,2003-01-14 10:30,93.22
731595.458333333,2003-01-14 11:00,93.27
731595.479166667,2003-01-14 11:30,93.02
731595.5,2003-01-14 12:00,93.05
731595.520833333,2003-01-14 12:30,93.14
731595.541666667,2003-01-14 13:00,93.43
731596.291666667,2003-01-15 07:00,92.7
731596.3125,2003-01-15 07:30,92.37
731596.333333333,2003-01-15 08:00,92.19
731596.354166667,2003-01-15 08:30,92.28
731596.375,2003-01-15 09:00,92.18
731596.395833333,2003-01-15 09:30,92.1
731596.416666667,2003-01-15 10:00,92.08
731596.4375,2003-01-15 10:30,92.12
731596.458333333,2003-01-15 11:00,92.11
731596.479166667,2003-01-15 11:30,92.29
731596.5,2003-01-15 12:00,92.3
731596.520833333,2003-01-15 12:30,92.3
731596.541666667,2003-01-15 13:00,92.12
731597.291666667,2003-01-16 07:00,92.8
731597.3125,2003-01-16 07:30,92.55
731597.333333333,2003-01-16 08:00,92.14
731597.354166667,2003-01-16 08:30,92.34
731597.375,2003-01-16 09:00,92.57
731597.395833333,2003-01-16 09:30,92.19
731597.416666667,2003-01-16 10:00,92.15
731597.4375,2003-01-16 10:30,91.8
731597.458333333,2003-01-16 11:00,91.9
731597.479166667,2003-01-16 11:30,91.83
731597.5,2003-01-16 12:00,91.67
731597.520833333,2003-01-16 12:30,91.53
731597.541666667,2003-01-16 13:00,91.82
731598.291666667,2003-01-17 07:00,91.07
731598.3125,2003-01-17 07:30,91.09
731598.333333333,2003-01-17 08:00,90.76
731598.354166667,2003-01-17 08:30,90.52
731598.375,2003-01-17 09:00,90.47
731598.395833333,2003-01-17 09:30,90.62
731598.416666667,2003-01-17 10:00,90.58
731598.4375,2003-01-17 10:30,90.47
731598.458333333,2003-01-17 11:00,90.29
731598.479166667,2003-01-17 11:30,90.32
731598.5,2003-01-17 12:00,90.52
731598.520833333,2003-01-17 12:30,90.41
731598.541666667,2003-01-17 13:00,90.49
731602.291666667,2003-01-21 07:00,90.48
731602.3125,2003-01-21 07:30,90.21
731602.333333333,2003-01-21 08:00,89.85
731602.354166667,2003-01-21 08:30,89.8
731602.375,2003-01-21 09:00,89.94
731602.395833333,2003-01-21 09:30,89.85
731602.416666667,2003-01-21 10:00,90.04
731602.4375,2003-01-21 10:30,90.05
731602.458333333,2003-01-21 11:00,89.89
731602.479166667,2003-01-21 11:30,89.73
731602.5,2003-01-21 12:00,89.47
731602.520833333,2003-01-21 12:30,89.2
731602.541666667,2003-01-21 13:00,89.07
731603.291666667,2003-01-22 07:00,88.92
731603.3125,2003-01-22 07:30,89.09
731603.333333333,2003-01-22 08:00,89.07
731603.354166667,2003-01-22 08:30,88.61
731603.375,2003-01-22 09:00,88.52
731603.395833333,2003-01-22 09:30,88.74
731603.416666667,2003-01-22 10:00,89.1
731603.4375,2003-01-22 10:30,89.01
731603.458333333,2003-01-22 11:00,88.78
731603.479166667,2003-01-22 11:30,88.96
731603.5,2003-01-22 12:00,88.55
731603.520833333,2003-01-22 12:30,88.26
731603.541666667,2003-01-22 13:00,88.06
731604.291666667,2003-01-23 07:00,88.62
731604.3125,2003-01-23 07:30,88.11
731604.333333333,2003-01-23 08:00,88.5
731604.354166667,2003-01-23 08:30,88.24
731604.375,2003-01-23 09:00,88.35
731604.395833333,2003-01-23 09:30,88.24
731604.416666667,2003-01-23 10:00,88.48
731604.4375,2003-01-23 10:30,88.62
731604.458333333,2003-01-23 11:00,88.8
731604.479166667,2003-01-23 11:30,88.6
731604.5,2003-01-23 12:00,88.86
731604.520833333,2003-01-23 12:30,89.17
731604.541666667,2003-01-23 13:00,89.08
731605.291666667,2003-01-24 07:00,87.82
731605.3125,2003-01-24 07:30,87.27
731605.333333333,2003-01-24 08:00,87.4
731605.354166667,2003-01-24 08:30,87.24
731605.375,2003-01-24 09:00,86.85
731605.395833333,2003-01-24 09:30,86.78
731605.416666667,2003-01-24 10:00,86.57
731605.4375,2003-01-24 10:30,86.44
731605.458333333,2003-01-24 11:00,86.67
731605.479166667,2003-01-24 11:30,86.82
731605.5,2003-01-24 12:00,86.42
731605.520833333,2003-01-24 12:30,86.48
731605.541666667,2003-01-24 13:00,86.33
731608.291666667,2003-01-27 07:00,86.44
731608.3125,2003-01-27 07:30,85.87
731608.333333333,2003-01-27 08:00,85.86
731608.354166667,2003-01-27 08:30,85.39
731608.375,2003-01-27 09:00,84.81
731608.395833333,2003-01-27 09:30,85.1
731608.416666667,2003-01-27 10:00,85.25
731608.4375,2003-01-27 10:30,85.3
731608.458333333,2003-01-27 11:00,85.16
731608.479166667,2003-01-27 11:30,84.97
731608.5,2003-01-27 12:00,84.85
731608.520833333,2003-01-27 12:30,85.28
731608.541666667,2003-01-27 13:00,85.03
731609.291666667,2003-01-28 07:00,85.5
731609.3125,2003-01-28 07:30,85.86
731609.333333333,2003-01-28 08:00,85.2
731609.354166667,2003-01-28 08:30,85.4
731609.375,2003-01-28 09:00,85.52
731609.395833333,2003-01-28 09:30,85.31
731609.416666667,2003-01-28 10:00,85.54
731609.4375,2003-01-28 10:30,85.74
731609.458333333,2003-01-28 11:00,85.9
731609.479166667,2003-01-28 11:30,86.09
731609.5,2003-01-28 12:00,85.97
731609.520833333,2003-01-28 12:30,86.19
731609.541666667,2003-01-28 13:00,86.11
731610.291666667,2003-01-29 07:00,85.1
731610.3125,2003-01-29 07:30,85.51
731610.333333333,2003-01-29 08:00,85.11
731610.354166667,2003-01-29 08:30,85.42
731610.375,2003-01-29 09:00,85.67
731610.395833333,2003-01-29 09:30,85.88
731610.416666667,2003-01-29 10:00,86.18
731610.4375,2003-01-29 10:30,86.3
731610.458333333,2003-01-29 11:00,86.23
731610.479166667,2003-01-29 11:30,86.12
731610.5,2003-01-29 12:00,86.72
731610.520833333,2003-01-29 12:30,87.1
731610.541666667,2003-01-29 13:00,86.76
731611.291666667,2003-01-30 07:00,86.28
731611.3125,2003-01-30 07:30,86.59
731611.333333333,2003-01-30 08:00,86.33
731611.354166667,2003-01-30 08:30,86.29
731611.375,2003-01-30 09:00,85.79
731611.395833333,2003-01-30 09:30,85.77
731611.416666667,2003-01-30 10:00,85.89
731611.4375,2003-01-30 10:30,85.88
731611.458333333,2003-01-30 11:00,85.77
731611.479166667,2003-01-30 11:30,85.48
731611.5,2003-01-30 12:00,85.32
731611.520833333,2003-01-30 12:30,84.93
731611.541666667,2003-01-30 13:00,84.77
731612.291666667,2003-01-31 07:00,85.14
731612.3125,2003-01-31 07:30,84.76
731612.333333333,2003-01-31 08:00,85.14
731612.354166667,2003-01-31 08:30,85.17
731612.375,2003-01-31 09:00,85.47
731612.395833333,2003-01-31 09:30,85.75
731612.416666667,2003-01-31 10:00,85.71
731612.4375,2003-01-31 10:30,86
731612.458333333,2003-01-31 11:00,85.76
731612.479166667,2003-01-31 11:30,86.07
731612.5,2003-01-31 12:00,85.83
731612.520833333,2003-01-31 12:30,85.31
731612.541666667,2003-01-31 13:00,85.81
731615.291666667,2003-02-03 07:00,86.18
731615.3125,2003-02-03 07:30,86.73
731615.333333333,2003-02-03 08:00,86.6
731615.354166667,2003-02-03 08:30,86.06
731615.375,2003-02-03 09:00,86.3
731615.395833333,2003-02-03 09:30,86.23
731615.416666667,2003-02-03 10:00,86.35
731615.4375,2003-02-03 10:30,86.49
731615.458333333,2003-02-03 11:00,86.53
731615.479166667,2003-02-03 11:30,86.65
731615.5,2003-02-03 12:00,86.28
731615.520833333,2003-02-03 12:30,86.2
731615.541666667,2003-02-03 13:00,86.27
731616.291666667,2003-02-04 07:00,84.93
731616.3125,2003-02-04 07:30,84.79
731616.333333333,2003-02-04 08:00,84.68
731616.354166667,2003-02-04 08:30,84.43
731616.375,2003-02-04 09:00,84.61
731616.395833333,2003-02-04 09:30,84.72
731616.416666667,2003-02-04 10:00,84.67
731616.4375,2003-02-04 10:30,84.84
731616.458333333,2003-02-04 11:00,85.04
731616.479166667,2003-02-04 11:30,85
731616.5,2003-02-04 12:00,84.75
731616.520833333,2003-02-04 12:30,84.73
731616.541666667,2003-02-04 13:00,85.14
731617.291666667,2003-02-05 07:00,85.58
731617.3125,2003-02-05 07:30,85.23
731617.333333333,2003-02-05 08:00,85.77
731617.354166667,2003-02-05 08:30,85.55
731617.375,2003-02-05 09:00,85.76
731617.395833333,2003-02-05 09:30,85.99
731617.416666667,2003-02-05 10:00,86.33
731617.4375,2003-02-05 10:30,85.89
731617.458333333,2003-02-05 11:00,85.95
731617.479166667,2003-02-05 11:30,85.31
731617.5,2003-02-05 12:00,84.8
731617.520833333,2003-02-05 12:30,84.7
731617.541666667,2003-02-05 13:00,84.64
731618.291666667,2003-02-06 07:00,83.87
731618.3125,2003-02-06 07:30,83.86
731618.333333333,2003-02-06 08:00,84.12
731618.354166667,2003-02-06 08:30,84.3
731618.375,2003-02-06 09:00,84.56
731618.395833333,2003-02-06 09:30,84.23
731618.416666667,2003-02-06 10:00,84.28
731618.4375,2003-02-06 10:30,84.43
731618.458333333,2003-02-06 11:00,84.29
731618.479166667,2003-02-06 11:30,84.36
731618.5,2003-02-06 12:00,84.43
731618.520833333,2003-02-06 12:30,84.21
731618.541666667,2003-02-06 13:00,84.2
731619.291666667,2003-02-07 07:00,84.34
731619.3125,2003-02-07 07:30,83.55
731619.333333333,2003-02-07 08:00,83.77
731619.354166667,2003-02-07 08:30,83.56
731619.375,2003-02-07 09:00,83.89
731619.395833333,2003-02-07 09:30,83.55
731619.416666667,2003-02-07 10:00,83.54
731619.4375,2003-02-07 10:30,83.37
731619.458333333,2003-02-07 11:00,83.33
731619.479166667,2003-02-07 11:30,83.35
731619.5,2003-02-07 12:00,83.02
731619.520833333,2003-02-07 12:30,83.33
731619.541666667,2003-02-07 13:00,83.27
731622.291666667,2003-02-10 07:00,83.46
731622.3125,2003-02-10 07:30,83.02
731622.333333333,2003-02-10 08:00,82.82
731622.354166667,2003-02-10 08:30,83.02
731622.375,2003-02-10 09:00,83.62
731622.395833333,2003-02-10 09:30,83.89
731622.416666667,2003-02-10 10:00,84.04
731622.4375,2003-02-10 10:30,83.71
731622.458333333,2003-02-10 11:00,83.66
731622.479166667,2003-02-10 11:30,83.82
731622.5,2003-02-10 12:00,83.61
731622.520833333,2003-02-10 12:30,83.49
731622.541666667,2003-02-10 13:00,83.94
731623.291666667,2003-02-11 07:00,84.57
731623.3125,2003-02-11 07:30,84.19
731623.333333333,2003-02-11 08:00,84.51
731623.354166667,2003-02-11 08:30,84.26
731623.375,2003-02-11 09:00,83.9
731623.395833333,2003-02-11 09:30,83.77
731623.416666667,2003-02-11 10:00,84.04
731623.4375,2003-02-11 10:30,83.86
731623.458333333,2003-02-11 11:00,83.74
731623.479166667,2003-02-11 11:30,83.43
731623.5,2003-02-11 12:00,83.08
731623.520833333,2003-02-11 12:30,83.29
731623.541666667,2003-02-11 13:00,83.21
731624.291666667,2003-02-12 07:00,83.38
731624.3125,2003-02-12 07:30,82.98
731624.333333333,2003-02-12 08:00,82.95
731624.354166667,2003-02-12 08:30,82.83
731624.375,2003-02-12 09:00,83.1
731624.395833333,2003-02-12 09:30,82.91
731624.416666667,2003-02-12 10:00,82.9
731624.4375,2003-02-12 10:30,82.65
731624.458333333,2003-02-12 11:00,82.78
731624.479166667,2003-02-12 11:30,82.69
731624.5,2003-02-12 12:00,82.48
731624.520833333,2003-02-12 12:30,82.53
731624.541666667,2003-02-12 13:00,82.25
731625.291666667,2003-02-13 07:00,81.94
731625.3125,2003-02-13 07:30,81.79
731625.333333333,2003-02-13 08:00,81.4
731625.354166667,2003-02-13 08:30,81.39
731625.375,2003-02-13 09:00,81.63
731625.395833333,2003-02-13 09:30,81.35
731625.416666667,2003-02-13 10:00,81.1
731625.4375,2003-02-13 10:30,81.23
731625.458333333,2003-02-13 11:00,81.28
731625.479166667,2003-02-13 11:30,81.17
731625.5,2003-02-13 12:00,81.35
731625.520833333,2003-02-13 12:30,82.54
731625.541666667,2003-02-13 13:00,82.09
