"Date","Time","Open","High","Low","Close","Up","Down"
11/09/2004,11:30,117.14,117.44,117.12,117.24,3061000,2182000
11/09/2004,12:00,117.24,117.42,117.22,117.25,1175200,1106300
11/09/2004,12:30,117.25,117.26,117.00,117.08,1479100,2086500
11/09/2004,13:00,117.08,117.13,116.88,117.00,1308700,1273800
11/10/2004,07:00,117.06,117.12,116.88,116.90,1583100,2036500
11/10/2004,07:30,116.90,117.02,116.81,116.94,1070100,1526900
11/10/2004,08:00,116.95,117.14,116.76,117.06,1962300,1891900
11/10/2004,08:30,117.08,117.09,116.96,117.01,580400,700400
11/10/2004,09:00,117.01,117.23,116.96,117.16,1548800,1442100
11/10/2004,09:30,117.15,117.24,117.13,117.18,572800,845200
11/10/2004,10:00,117.18,117.22,117.12,117.16,287300,210700
11/10/2004,10:30,117.16,117.19,116.92,117.09,706100,772600
11/10/2004,11:00,117.09,117.10,116.96,117.02,400700,752900
11/10/2004,11:30,117.01,117.44,116.92,117.33,3296900,2448200
11/10/2004,12:00,117.38,117.55,117.14,117.35,2378800,2562000
11/10/2004,12:30,117.35,117.41,116.80,116.93,2649500,2998700
11/10/2004,13:00,116.92,117.09,116.84,116.94,1911600,2295600
11/11/2004,07:00,117.18,117.35,117.10,117.28,1915300,1754400
11/11/2004,07:30,117.29,117.40,117.12,117.26,890900,1100300
11/11/2004,08:00,117.27,117.50,117.15,117.39,1378900,1510900
11/11/2004,08:30,117.39,117.41,117.26,117.33,961900,831700
11/11/2004,09:00,117.33,117.46,117.31,117.40,511400,501700
11/11/2004,09:30,117.40,117.65,117.37,117.60,1955700,1547300
11/11/2004,10:00,117.60,117.65,117.47,117.58,729600,1015600
11/11/2004,10:30,117.58,117.59,117.46,117.50,332300,600900
11/11/2004,11:00,117.52,117.67,117.48,117.62,700400,714800
11/11/2004,11:30,117.61,118.01,117.56,117.96,2138600,1955200
11/11/2004,12:00,117.97,118.06,117.85,117.95,1865700,1909600
11/11/2004,12:30,117.94,118.07,117.88,118.03,1076800,1302900
11/11/2004,13:00,118.03,118.12,117.93,117.98,3299500,2739700
11/12/2004,07:00,117.97,118.04,117.68,117.84,3840900,4121600
11/12/2004,07:30,117.84,118.04,117.75,117.99,1978600,2782100
11/12/2004,08:00,118.01,118.11,117.90,117.93,1649400,1561600
11/12/2004,08:30,117.93,118.19,117.85,118.07,1914200,1637300
11/12/2004,09:00,118.07,118.18,117.93,117.98,1124600,952500
11/12/2004,09:30,117.98,118.32,117.96,118.29,1689200,848900
11/12/2004,10:00,118.29,118.35,118.22,118.26,1357000,895700
11/12/2004,10:30,118.26,118.38,118.26,118.32,662200,664600
11/12/2004,11:00,118.32,118.35,118.20,118.27,725800,1142100
11/12/2004,11:30,118.27,118.53,118.25,118.48,2060600,1916000
11/12/2004,12:00,118.46,118.83,118.46,118.64,2353400,2841800
11/12/2004,12:30,118.66,118.86,118.63,118.79,1416200,1894000
11/12/2004,13:00,118.79,118.97,118.72,118.91,4205900,2963500
11/15/2004,07:00,118.50,118.58,118.28,118.46,2690400,2630000
11/15/2004,07:30,118.46,118.64,118.44,118.53,2770300,1926200
11/15/2004,08:00,118.52,118.69,118.37,118.43,1561300,1850000
11/15/2004,08:30,118.43,118.44,118.23,118.27,1513800,1919600
11/15/2004,09:00,118.27,118.48,118.23,118.48,778500,778800
11/15/2004,09:30,118.46,118.51,118.33,118.45,708300,796500
11/15/2004,10:00,118.45,118.73,118.42,118.72,1287600,693300
11/15/2004,10:30,118.72,118.73,118.50,118.54,719000,542700
11/15/2004,11:00,118.51,118.64,118.33,118.37,595400,716300
11/15/2004,11:30,118.36,118.53,118.30,118.50,1372400,1184600
11/15/2004,12:00,118.50,118.61,118.39,118.42,767700,944600
11/15/2004,12:30,118.41,118.68,118.39,118.53,1038200,716800
11/15/2004,13:00,118.51,118.67,118.40,118.67,1141500,1225600
11/16/2004,07:00,118.37,118.41,118.10,118.11,2527100,2449900
11/16/2004,07:30,118.12,118.16,117.88,118.04,3574800,3003400
11/16/2004,08:00,118.03,118.12,117.86,118.05,2302400,2042100
11/16/2004,08:30,118.05,118.13,117.97,118.06,1466700,988700
11/16/2004,09:00,118.06,118.06,117.85,117.91,494000,672900
11/16/2004,09:30,117.92,118.05,117.83,117.91,1209600,929100
11/16/2004,10:00,117.90,118.00,117.85,117.92,535000,519300
11/16/2004,10:30,117.92,118.14,117.87,118.06,1637600,858600
11/16/2004,11:00,118.06,118.16,117.92,117.95,1036800,1189200
11/16/2004,11:30,117.95,118.03,117.78,117.97,804200,840400
11/16/2004,12:00,117.96,117.98,117.77,117.90,719700,675900
11/16/2004,12:30,117.91,118.11,117.87,118.01,562200,775100
11/16/2004,13:00,118.00,118.08,117.73,117.76,2123500,2743100
11/17/2004,07:00,118.36,118.61,118.34,118.51,3058200,2113300
11/17/2004,07:30,118.51,119.13,118.48,119.02,2597500,2904200
11/17/2004,08:00,119.02,119.09,118.82,118.88,2731700,2566300
11/17/2004,08:30,118.88,119.14,118.84,119.09,1170100,1489300
11/17/2004,09:00,119.09,119.11,119.00,119.05,1617000,1018800
11/17/2004,09:30,119.04,119.09,118.97,119.02,940900,997900
11/17/2004,10:00,119.01,119.10,118.95,119.08,623800,579800
11/17/2004,10:30,119.06,119.11,118.97,119.01,616900,742000
11/17/2004,11:00,118.99,118.99,118.84,118.87,1374200,1324000
11/17/2004,11:30,118.89,118.89,118.34,118.40,2942900,3448500
11/17/2004,12:00,118.39,118.53,118.16,118.53,1897200,1651900
11/17/2004,12:30,118.53,118.53,118.13,118.16,3196600,2482000
11/17/2004,13:00,118.15,118.47,118.07,118.40,3280700,1984600
11/18/2004,07:00,118.53,118.68,118.38,118.43,1396300,1931900
11/18/2004,07:30,118.43,118.46,118.23,118.34,1579800,2198400
11/18/2004,08:00,118.34,118.72,118.28,118.62,1909200,1235400
11/18/2004,08:30,118.62,118.72,118.52,118.55,788300,970900
11/18/2004,09:00,118.56,118.68,118.52,118.57,801400,741800
11/18/2004,09:30,118.57,118.67,118.44,118.59,1180200,882900
11/18/2004,10:00,118.59,118.60,118.44,118.44,977600,799900
11/18/2004,10:30,118.45,118.48,118.36,118.46,656100,766000
11/18/2004,11:00,118.46,118.60,118.35,118.60,636600,732800
11/18/2004,11:30,118.60,118.60,118.36,118.45,562700,721000
11/18/2004,12:00,118.44,118.77,118.38,118.71,1117300,1047400
11/18/2004,12:30,118.72,118.80,118.54,118.64,1823700,1498900
11/18/2004,13:00,118.64,118.77,118.61,118.68,1245100,876000
11/19/2004,07:00,118.68,118.72,118.13,118.25,4931400,2729000
11/19/2004,07:30,118.24,118.28,117.47,117.63,3368300,4181200
11/19/2004,08:00,117.62,117.76,117.43,117.61,1524700,2018500
11/19/2004,08:30,117.61,117.66,117.35,117.51,2380600,2254200
11/19/2004,09:00,117.51,117.68,117.44,117.45,1208500,969000
11/19/2004,09:30,117.46,117.52,117.31,117.39,758900,1153400
11/19/2004,10:00,117.38,117.55,117.36,117.48,651800,1024600
11/19/2004,10:30,117.50,117.61,117.47,117.51,1168100,733600
11/19/2004,11:00,117.51,117.53,117.42,117.43,694300,673200
11/19/2004,11:30,117.43,117.46,117.31,117.33,529300,620300
11/19/2004,12:00,117.34,117.55,117.32,117.37,1223300,999700
11/19/2004,12:30,117.37,117.47,117.18,117.18,1385100,1600700
11/19/2004,13:00,117.20,117.35,117.14,117.32,2322000,2531700
11/22/2004,07:00,117.18,117.25,117.09,117.09,1828500,1828000
11/22/2004,07:30,117.12,117.38,117.05,117.32,2194700,2056100
11/22/2004,08:00,117.32,117.34,117.03,117.16,1120000,1283000
11/22/2004,08:30,117.14,117.29,117.05,117.24,929400,1066900
11/22/2004,09:00,117.24,117.32,117.11,117.15,662900,571800
11/22/2004,09:30,117.15,117.18,117.11,117.17,251200,283600
11/22/2004,10:00,117.17,117.43,117.15,117.35,647600,731200
11/22/2004,10:30,117.35,117.66,117.34,117.66,1529800,1169800
11/22/2004,11:00,117.66,117.83,117.64,117.83,1646600,1323600
11/22/2004,11:30,117.83,118.12,117.81,118.03,2135000,1431400
11/22/2004,12:00,118.03,118.04,117.80,117.83,962800,1083300
11/22/2004,12:30,117.82,118.05,117.75,117.99,1223500,1194500
11/22/2004,13:00,118.01,118.04,117.78,117.95,1984400,1897200
11/23/2004,07:00,117.93,117.97,117.75,117.89,1756100,2325600
11/23/2004,07:30,117.86,118.24,117.79,118.07,2314400,1823000
11/23/2004,08:00,118.07,118.09,117.51,117.57,2092400,3144100
11/23/2004,08:30,117.56,117.61,117.37,117.50,1853600,1765400
11/23/2004,09:00,117.49,117.58,117.45,117.51,1786300,923700
11/23/2004,09:30,117.51,117.59,117.43,117.52,977700,801700
11/23/2004,10:00,117.53,117.65,117.51,117.54,1284900,878500
11/23/2004,10:30,117.53,117.72,117.46,117.68,741400,548600
11/23/2004,11:00,117.69,117.72,117.57,117.69,551400,435900
11/23/2004,11:30,117.68,118.26,117.67,118.16,2671500,2015100
11/23/2004,12:00,118.16,118.17,117.86,117.93,818200,984100
11/23/2004,12:30,117.93,118.06,117.72,117.96,1304900,1432400
11/23/2004,13:00,117.96,118.00,117.74,118.00,1694900,1554700
11/24/2004,07:00,118.27,118.59,118.18,118.18,2288900,2672700
11/24/2004,07:30,118.22,118.42,118.19,118.26,929900,1189000
11/24/2004,08:00,118.26,118.39,118.04,118.32,1412200,1051100
11/24/2004,08:30,118.32,118.40,118.15,118.38,1601400,835700
11/24/2004,09:00,118.40,118.44,118.34,118.37,1267100,1144400
11/24/2004,09:30,118.38,118.42,118.12,118.33,269600,727000
11/24/2004,10:00,118.33,118.35,118.23,118.27,549900,628200
11/24/2004,10:30,118.27,118.37,118.16,118.35,1326500,556000
11/24/2004,11:00,118.35,118.42,118.15,118.20,523000,525000
11/24/2004,11:30,118.20,118.34,118.16,118.31,706400,380900
11/24/2004,12:00,118.31,118.44,118.27,118.35,372900,294000
11/24/2004,12:30,118.34,118.53,118.29,118.48,773400,534300
11/24/2004,13:00,118.48,118.55,118.30,118.54,1966300,1698500
11/26/2004,07:00,118.49,118.85,118.45,118.76,1596500,1310500
11/26/2004,07:30,118.74,118.87,118.66,118.74,456100,707300
11/26/2004,08:00,118.73,118.87,118.71,118.86,1018800,588400
11/26/2004,08:30,118.85,118.98,118.80,118.88,586400,963900
11/26/2004,09:00,118.88,118.91,118.71,118.72,1321900,679400
11/26/2004,09:30,118.72,118.79,118.70,118.73,993100,474200
11/26/2004,10:00,118.74,118.86,118.54,118.54,1270200,899700
11/26/2004,10:30,118.54,118.67,118.26,118.40,1314500,582800
11/26/2004,11:00,118.37,118.49,118.37,118.45,2500,1500
11/26/2004,12:00,118.35,118.40,118.33,118.40,1600,1500
11/29/2004,07:00,118.79,119.01,118.64,118.64,2107000,2816000
11/29/2004,07:30,118.64,118.65,118.42,118.53,1864300,2689500
11/29/2004,08:00,118.56,118.64,118.39,118.44,1920300,1177300
11/29/2004,08:30,118.44,118.50,117.71,117.82,3528800,3648800
11/29/2004,09:00,117.82,117.87,117.48,117.71,2029300,1924800
11/29/2004,09:30,117.71,117.82,117.50,117.74,916600,850900
11/29/2004,10:00,117.74,117.80,117.72,117.76,820600,983900
11/29/2004,10:30,117.76,118.01,117.74,117.98,1749100,902600
11/29/2004,11:00,117.98,118.23,117.96,118.13,2019500,1160400
11/29/2004,11:30,118.13,118.17,117.96,118.02,894300,1025200
11/29/2004,12:00,118.02,118.68,117.98,118.48,3569100,2307400
11/29/2004,12:30,118.48,118.59,118.24,118.33,1409700,1899300
11/29/2004,13:00,118.33,118.47,118.07,118.13,3098700,2780400
11/30/2004,07:00,118.00,118.20,117.75,117.93,4033900,4043700
11/30/2004,07:30,117.92,118.19,117.75,117.85,3195100,3428700
11/30/2004,08:00,117.86,117.96,117.64,117.76,1761800,1273100
11/30/2004,08:30,117.76,117.93,117.68,117.88,808300,824400
11/30/2004,09:00,117.88,118.02,117.70,117.94,1226800,906000
11/30/2004,09:30,117.94,118.24,117.85,118.03,3077900,1830800
11/30/2004,10:00,118.03,118.14,117.92,117.94,1172700,993100
11/30/2004,10:30,117.94,118.08,117.93,117.99,558700,539900
11/30/2004,11:00,117.98,117.99,117.77,117.87,1362100,968600
11/30/2004,11:30,117.87,118.00,117.78,117.79,1323900,831200
11/30/2004,12:00,117.79,117.95,117.71,117.80,987000,1270400
11/30/2004,12:30,117.81,118.09,117.78,117.95,1584900,1540500
11/30/2004,13:00,117.95,118.07,117.72,117.73,2343400,2092500
12/01/2004,07:00,118.16,118.67,118.10,118.58,3440100,3586000
12/01/2004,07:30,118.58,118.72,118.41,118.57,1853500,1976400
12/01/2004,08:00,118.57,119.20,118.54,118.94,2399700,3168900
12/01/2004,08:30,118.99,119.05,118.89,118.99,1456000,1238400
12/01/2004,09:00,118.99,119.16,118.96,118.97,1360200,1670700
12/01/2004,09:30,118.97,119.21,118.94,119.10,938700,955000
12/01/2004,10:00,119.10,119.31,119.09,119.17,1510800,1950900
12/01/2004,10:30,119.17,119.26,119.13,119.16,617600,694900
12/01/2004,11:00,119.16,119.21,119.03,119.09,751000,1078200
12/01/2004,11:30,119.09,119.20,118.99,119.09,1184300,742200
12/01/2004,12:00,119.09,119.30,119.08,119.28,1555300,1415400
12/01/2004,12:30,119.28,119.41,119.26,119.33,1578000,1022900
12/01/2004,13:00,119.33,119.47,119.32,119.47,3021000,2159900
12/02/2004,07:00,119.10,119.34,119.01,119.24,4224700,2320100
12/02/2004,07:30,119.24,119.47,119.13,119.40,2269900,1849100
12/02/2004,08:00,119.39,119.74,119.38,119.63,3380700,2722100
12/02/2004,08:30,119.63,119.87,119.62,119.71,4233300,2096100
12/02/2004,09:00,119.71,119.79,119.58,119.70,1329700,2194800
12/02/2004,09:30,119.69,119.73,119.58,119.65,1177000,845200
12/02/2004,10:00,119.65,119.66,119.29,119.35,2491000,2454700
12/02/2004,10:30,119.36,119.44,119.12,119.21,2209400,2399300
12/02/2004,11:00,119.20,119.42,119.11,119.26,1781500,1334800
12/02/2004,11:30,119.26,119.48,119.17,119.45,1320200,1170600
12/02/2004,12:00,119.45,119.57,119.38,119.49,1234600,1267400
12/02/2004,12:30,119.49,119.54,119.20,119.41,1640700,1301200
12/02/2004,13:00,119.43,119.48,119.32,119.41,2366400,1802400
12/03/2004,07:00,119.31,119.83,119.18,119.80,3325400,2852200
12/03/2004,07:30,119.80,120.14,119.31,119.46,4445300,4092500
12/03/2004,08:00,119.46,119.62,119.25,119.53,2195400,2156300
12/03/2004,08:30,119.52,119.78,119.52,119.63,1407900,1134100
12/03/2004,09:00,119.66,119.81,119.60,119.72,1063900,1046300
12/03/2004,09:30,119.73,119.82,119.64,119.73,789700,607500
12/03/2004,10:00,119.74,119.74,119.35,119.35,1127300,1321200
12/03/2004,10:30,119.36,119.46,119.09,119.39,1712200,1567400
12/03/2004,11:00,119.38,119.41,119.26,119.30,636700,626900
12/03/2004,11:30,119.31,119.77,119.20,119.41,1178700,858300
12/03/2004,12:00,119.41,119.45,119.22,119.34,879400,842400
12/03/2004,12:30,119.34,119.55,119.33,119.50,1241600,1003800
12/03/2004,13:00,119.50,119.63,119.40,119.43,2169400,2021000
12/06/2004,07:00,119.22,119.27,118.89,119.08,2891800,2798500
12/06/2004,07:30,119.09,119.10,118.86,118.99,2526700,1770600
12/06/2004,08:00,118.99,119.23,118.99,119.06,1295500,1023100
12/06/2004,08:30,119.05,119.08,118.84,119.07,1079900,1258900
12/06/2004,09:00,119.07,119.09,118.97,119.08,710800,777700
12/06/2004,09:30,119.08,119.32,119.02,119.26,943900,612400
12/06/2004,10:00,119.27,119.43,119.18,119.24,939700,827000
12/06/2004,10:30,119.23,119.27,119.20,119.23,385900,252600
12/06/2004,11:00,119.23,119.49,119.22,119.48,795300,645600
12/06/2004,11:30,119.48,119.58,119.42,119.57,738200,515000
12/06/2004,12:00,119.56,119.64,119.40,119.60,926900,717800
12/06/2004,12:30,119.61,119.62,119.36,119.37,1078500,1072300
12/06/2004,13:00,119.36,119.56,119.34,119.34,1062800,1028800
12/07/2004,07:00,119.49,119.51,119.17,119.48,2511100,2026100
12/07/2004,07:30,119.48,119.61,119.29,119.39,1510900,1043000
12/07/2004,08:00,119.39,119.52,119.20,119.36,830000,546700
12/07/2004,08:30,119.36,119.44,119.27,119.40,437600,450900
12/07/2004,09:00,119.40,119.52,119.37,119.42,605800,901600
12/07/2004,09:30,119.42,119.57,119.39,119.44,1055500,1504200
12/07/2004,10:00,119.44,119.52,119.21,119.21,782300,943800
12/07/2004,10:30,119.21,119.24,118.60,118.79,3121900,4409600
12/07/2004,11:00,118.77,118.80,118.45,118.70,2173300,2205200
12/07/2004,11:30,118.68,118.73,118.37,118.58,1705200,1374800
12/07/2004,12:00,118.59,118.65,118.39,118.40,1445000,1480200
12/07/2004,12:30,118.41,118.57,118.18,118.22,2721600,2577300
12/07/2004,13:00,118.22,118.35,118.05,118.06,2929800,2910500
12/08/2004,07:00,118.21,118.37,118.01,118.28,3774700,2831700
12/08/2004,07:30,118.28,118.39,118.03,118.37,1824400,1391200
12/08/2004,08:00,118.37,118.54,118.18,118.24,2926900,2596700
12/08/2004,08:30,118.23,118.44,118.13,118.44,1633900,1108200
12/08/2004,09:00,118.41,118.66,118.36,118.50,1464900,987900
12/08/2004,09:30,118.50,118.65,118.37,118.54,2169400,1460200
12/08/2004,10:00,118.54,118.66,118.44,118.58,938400,961500
12/08/2004,10:30,118.59,118.81,118.55,118.78,1395600,1119300
12/08/2004,11:00,118.78,118.79,118.60,118.73,651000,722400
12/08/2004,11:30,118.74,118.83,118.47,118.53,1389800,889600
12/08/2004,12:00,118.55,118.72,118.47,118.55,1076500,692100
12/08/2004,12:30,118.55,118.63,118.37,118.47,1000100,1558600
12/08/2004,13:00,118.47,118.72,118.42,118.62,1260100,1227600
12/09/2004,07:00,118.14,118.26,118.01,118.16,2302300,2905900
12/09/2004,07:30,118.17,118.25,117.78,117.85,3864200,3118000
12/09/2004,08:00,117.85,118.00,117.73,117.93,3137200,2905200
12/09/2004,08:30,117.93,118.06,117.82,117.94,1281400,1577700
12/09/2004,09:00,117.94,118.07,117.86,118.00,898500,1321600
12/09/2004,09:30,118.00,118.57,117.99,118.44,2959700,1935600
12/09/2004,10:00,118.45,118.58,118.41,118.48,1662300,1537500
12/09/2004,10:30,118.48,119.01,118.44,118.94,3274200,3074300
12/09/2004,11:00,118.95,119.04,118.79,118.89,1308100,1539700
12/09/2004,11:30,118.89,118.92,118.50,118.62,1193300,1470900
12/09/2004,12:00,118.62,119.10,118.58,119.07,1444300,968300
12/09/2004,12:30,119.07,119.34,119.00,119.29,2067700,2137700
12/09/2004,13:00,119.29,119.46,119.18,119.30,2600800,2658800
12/10/2004,07:00,118.91,119.36,118.85,119.20,3892500,2186100
12/10/2004,07:30,119.20,119.34,118.99,119.01,1749200,1927800
12/10/2004,08:00,119.03,119.07,118.87,118.96,4689400,2190500
12/10/2004,08:30,118.97,119.32,118.93,119.23,1653300,1524600
12/10/2004,09:00,119.23,119.24,118.98,119.02,923700,1427500
12/10/2004,09:30,119.03,119.25,118.99,119.17,978900,1002400
12/10/2004,10:00,119.17,119.32,119.11,119.20,750600,643300
12/10/2004,10:30,119.19,119.40,119.13,119.27,2005800,1382500
12/10/2004,11:00,119.26,119.55,119.19,119.49,2195000,3879900
12/10/2004,11:30,119.49,119.56,119.20,119.22,1128600,1655100
12/10/2004,12:00,119.22,119.52,119.12,119.24,1045900,1266200
12/10/2004,12:30,119.24,119.38,119.19,119.31,601000,702100
12/10/2004,13:00,119.31,119.38,119.09,119.17,1863000,1672500
12/13/2004,07:00,119.76,119.95,119.62,119.68,2539200,2298800
12/13/2004,07:30,119.66,119.84,119.60,119.61,1101100,1739400
12/13/2004,08:00,119.61,119.62,119.35,119.55,2122600,1897200
12/13/2004,08:30,119.55,119.57,119.38,119.41,715400,897500
12/13/2004,09:00,119.43,119.68,119.41,119.64,509400,610500
12/13/2004,09:30,119.67,119.73,119.59,119.66,516600,472900
12/13/2004,10:00,119.65,119.68,119.56,119.66,376000,233500
12/13/2004,10:30,119.66,119.83,119.62,119.80,506600,326400
12/13/2004,11:00,119.80,120.13,119.74,120.04,2087800,2395000
12/13/2004,11:30,120.03,120.09,119.85,120.01,1355500,1511700
12/13/2004,12:00,120.02,120.22,119.99,120.17,1460900,1468400
12/13/2004,12:30,120.17,120.23,120.05,120.10,1450600,1397700
12/13/2004,13:00,120.10,120.31,120.06,120.29,2932200,1549100
12/14/2004,07:00,120.20,120.45,120.18,120.41,2001200,1560500
12/14/2004,07:30,120.40,120.46,120.21,120.24,1610500,1776800
12/14/2004,08:00,120.24,120.43,120.23,120.32,901500,1212600
12/14/2004,08:30,120.32,120.40,120.26,120.32,979300,796000
12/14/2004,09:00,120.33,120.39,120.28,120.31,375000,726700
12/14/2004,09:30,120.32,120.51,120.28,120.39,1031600,1359200
12/14/2004,10:00,120.38,120.45,120.31,120.44,444000,460300
12/14/2004,10:30,120.44,120.48,120.38,120.43,438000,566500
12/14/2004,11:00,120.42,120.43,120.37,120.39,257200,656500
12/14/2004,11:30,120.39,120.71,120.32,120.55,3206600,2041100
12/14/2004,12:00,120.56,120.75,120.33,120.70,2447800,2192900
12/14/2004,12:30,120.70,120.96,120.70,120.75,3527500,2752200
12/14/2004,13:00,120.75,120.82,120.65,120.79,2015100,1702800
12/15/2004,07:00,120.70,120.95,120.60,120.73,1794900,2056200
12/15/2004,07:30,120.73,121.03,120.73,120.96,1334700,1635000
12/15/2004,08:00,120.98,120.98,120.74,120.75,1575700,2026000
12/15/2004,08:30,120.75,120.77,120.31,120.45,3078400,2373800
12/15/2004,09:00,120.42,120.58,120.37,120.48,1263600,1273200
12/15/2004,09:30,120.48,120.65,120.48,120.54,1027800,1506100
12/15/2004,10:00,120.53,120.64,120.50,120.59,397000,534500
12/15/2004,10:30,120.60,120.99,120.59,120.82,2155100,2740800
12/15/2004,11:00,120.81,120.92,120.77,120.83,671400,712700
12/15/2004,11:30,120.83,120.94,120.78,120.85,737800,616200
12/15/2004,12:00,120.83,120.85,120.58,120.72,1205300,1353800
12/15/2004,12:30,120.73,120.95,120.71,120.90,1307700,1453100
12/15/2004,13:00,120.89,121.11,120.88,121.00,3218800,2227800
12/16/2004,07:00,120.72,120.87,120.51,120.79,3785400,3007000
12/16/2004,07:30,120.79,120.84,120.57,120.76,1187100,1326800
12/16/2004,08:00,120.76,121.05,120.70,121.02,1944500,1398500
12/16/2004,08:30,121.02,121.08,120.82,121.07,1408300,1274000
12/16/2004,09:00,121.07,121.14,120.95,121.05,1470100,1258200
12/16/2004,09:30,121.05,121.24,121.00,121.04,988800,1700300
12/16/2004,10:00,121.03,121.15,121.01,121.07,504600,408400
12/16/2004,10:30,121.08,121.09,120.76,120.84,1877500,1695200
12/16/2004,11:00,120.85,120.90,120.71,120.71,956200,751200
12/16/2004,11:30,120.74,120.82,120.38,120.42,3120100,2087500
12/16/2004,12:00,120.42,120.59,120.23,120.23,2084600,2452500
12/16/2004,12:30,120.31,120.80,120.22,120.76,3217300,2298100
12/16/2004,13:00,120.76,120.87,120.68,120.70,2236600,2177600
12/17/2004,07:00,119.46,119.86,119.30,119.72,3766700,3671500
12/17/2004,07:30,119.71,119.80,119.47,119.75,2670800,2246600
12/17/2004,08:00,119.75,119.97,119.65,119.72,1775000,1594100
12/17/2004,08:30,119.73,119.77,119.30,119.46,1723500,2183600
12/17/2004,09:00,119.45,119.48,119.24,119.33,2001700,2378400
12/17/2004,09:30,119.32,119.52,119.18,119.45,2212800,2163600
12/17/2004,10:00,119.45,119.47,119.33,119.37,770200,704600
12/17/2004,10:30,119.34,119.51,119.20,119.49,996300,1303900
12/17/2004,11:00,119.47,119.52,119.16,119.35,1265700,1252500
12/17/2004,11:30,119.36,119.43,119.25,119.43,1126800,906200
12/17/2004,12:00,119.40,119.71,119.34,119.63,1768900,1396300
12/17/2004,12:30,119.65,119.68,119.39,119.49,1549400,1301300
12/17/2004,13:00,119.48,119.68,119.39,119.42,3181300,2896200
12/20/2004,07:00,119.73,120.29,119.73,120.17,3497800,2981900
12/20/2004,07:30,120.17,120.21,119.89,120.00,1811500,2409800
12/20/2004,08:00,120.00,120.14,119.96,120.04,1924200,1122700
12/20/2004,08:30,120.04,120.04,119.64,119.68,1582300,1513500
12/20/2004,09:00,119.69,119.76,119.51,119.59,777600,1140400
12/20/2004,09:30,119.59,119.63,119.35,119.57,1573600,1361700
12/20/2004,10:00,119.56,119.56,119.46,119.53,1913100,962300
12/20/2004,10:30,119.53,119.64,119.43,119.48,924600,973900
12/20/2004,11:00,119.47,119.54,119.21,119.27,1287200,1051600
12/20/2004,11:30,119.27,119.38,119.17,119.25,735700,1706600
12/20/2004,12:00,119.28,119.51,119.25,119.36,1392100,1581400
12/20/2004,12:30,119.36,119.42,119.29,119.35,815100,997300
12/20/2004,13:00,119.35,119.38,119.23,119.27,1811200,2555100
12/21/2004,07:00,119.60,119.89,119.57,119.67,3140500,2061400
12/21/2004,07:30,119.66,119.74,119.56,119.69,1244900,1257100
12/21/2004,08:00,119.68,119.69,119.46,119.55,1279700,1234200
12/21/2004,08:30,119.56,119.77,119.51,119.71,843800,890800
12/21/2004,09:00,119.69,119.97,119.66,119.91,2714700,1499800
12/21/2004,09:30,119.91,120.00,119.84,119.92,799800,606000
12/21/2004,10:00,119.92,120.11,119.85,120.08,849500,840200
12/21/2004,10:30,120.08,120.17,119.99,120.03,702200,482200
12/21/2004,11:00,120.04,120.12,119.97,120.07,560100,388300
12/21/2004,11:30,120.08,120.33,120.06,120.32,1003300,786900
12/21/2004,12:00,120.31,120.48,120.25,120.42,1570300,883600
12/21/2004,12:30,120.44,120.47,120.25,120.27,1153400,1152400
12/21/2004,13:00,120.26,120.46,120.15,120.40,1490200,1224600
12/22/2004,07:00,120.38,120.59,120.32,120.43,1897900,1573700
12/22/2004,07:30,120.44,120.59,120.37,120.55,853900,752400
12/22/2004,08:00,120.52,121.08,120.52,120.93,2825700,2012700
12/22/2004,08:30,120.92,120.98,120.78,120.85,1185200,1538300
12/22/2004,09:00,120.85,120.93,120.70,120.83,897600,1303800
12/22/2004,09:30,120.83,120.90,120.78,120.81,561600,837300
12/22/2004,10:00,120.80,120.92,120.72,120.90,803700,494000
12/22/2004,10:30,120.89,120.90,120.74,120.79,345000,393200
12/22/2004,11:00,120.79,120.88,120.55,120.61,963700,666900
12/22/2004,11:30,120.61,120.78,120.60,120.70,575100,583400
12/22/2004,12:00,120.70,120.72,120.56,120.69,639300,911100
12/22/2004,12:30,120.68,120.85,120.66,120.75,866700,704500
12/22/2004,13:00,120.81,120.93,120.74,120.92,1834400,982200
12/23/2004,07:00,120.87,121.09,120.83,120.98,1679000,1552600
12/23/2004,07:30,120.98,121.24,120.86,121.17,2053700,1356400
12/23/2004,08:00,121.16,121.28,121.01,121.10,1170000,1316500
12/23/2004,08:30,121.11,121.22,121.04,121.10,728600,647100
12/23/2004,09:00,121.10,121.14,121.05,121.06,1303000,800400
12/23/2004,09:30,121.05,121.10,120.93,121.00,941600,1022500
12/23/2004,10:00,121.00,121.05,120.92,120.96,330600,360800
12/23/2004,10:30,120.95,121.01,120.87,120.99,544500,519300
12/23/2004,11:00,120.99,121.10,120.98,121.01,492200,846700
12/23/2004,11:30,121.01,121.10,120.92,120.95,625400,602400
12/23/2004,12:00,120.95,120.99,120.81,120.90,1206000,940600
12/23/2004,12:30,120.89,121.04,120.82,120.85,756400,645000
12/23/2004,13:00,120.85,121.04,120.84,120.99,782300,776400
12/27/2004,07:00,121.22,121.36,121.15,121.23,1967300,1922700
12/27/2004,07:30,121.23,121.24,120.90,121.10,1628900,1684200
12/27/2004,08:00,121.10,121.24,121.07,121.12,1014400,610500
