algo,close_price_date,prediction,pct_gain
gbm,1983-10-26,0.0000,-0.33
gbm,1983-10-27,0.0000,-0.89
gbm,1983-10-28,0.0000,0.11
gbm,1983-10-31,0.0000,0.07
gbm,1983-11-01,1.0000,0.72
gbm,1983-11-02,1.0000,-0.84
gbm,1983-11-03,0.0000,-0.62
gbm,1983-11-04,0.0000,-0.33
gbm,1983-11-07,0.0000,-0.09
gbm,1983-11-08,0.0000,1.37
gbm,1983-11-09,1.0000,0.27
gbm,1983-11-10,0.0000,1.14
gbm,1983-11-11,0.0000,0.17
gbm,1983-11-14,1.0000,-0.73
gbm,1983-11-15,0.0000,0.44
gbm,1983-11-16,1.0000,0.03
gbm,1983-11-17,1.0000,-0.63
gbm,1983-11-18,0.0000,0.58
gbm,1983-11-21,1.0000,0.48
gbm,1983-11-22,1.0000,0.07
gbm,1983-11-23,1.0000,0.13
gbm,1983-11-25,1.0000,-0.38
gbm,1983-11-28,0.0000,0.82
gbm,1983-11-29,1.0000,-0.90
gbm,1983-11-30,0.0000,0.05
gbm,1983-12-01,1.0000,-0.63
gbm,1983-12-02,0.0000,0.19
gbm,1983-12-05,1.0000,-0.17
gbm,1983-12-06,0.0000,0.27
gbm,1983-12-07,1.0000,-0.43
gbm,1983-12-08,0.0000,-0.07
gbm,1983-12-09,0.0000,0.33
gbm,1983-12-12,1.0000,-0.42
gbm,1983-12-13,0.0000,-0.97
gbm,1983-12-14,0.0000,-1.02
gbm,1983-12-15,0.0000,0.45
gbm,1983-12-16,0.0000,-0.04
gbm,1983-12-19,0.0000,-0.20
gbm,1983-12-20,0.0000,0.96
gbm,1983-12-21,1.0000,-0.02
gbm,1983-12-22,1.0000,-0.19
gbm,1983-12-23,0.0000,0.94
gbm,1983-12-27,1.0000,0.35
gbm,1983-12-28,1.0000,-0.29
gbm,1983-12-29,0.0000,0.04
gbm,1983-12-30,0.0000,-0.54
gbm,1984-01-03,0.0000,1.67
gbm,1984-01-04,1.0000,1.22
gbm,1984-01-05,1.0000,0.28
gbm,1984-01-06,0.0000,-0.22
gbm,1984-01-09,0.0000,-0.56
gbm,1984-01-10,0.0000,-0.09
gbm,1984-01-11,1.0000,-0.03
gbm,1984-01-12,1.0000,-0.44
gbm,1984-01-13,0.0000,0.10
gbm,1984-01-16,1.0000,0.39
gbm,1984-01-17,1.0000,-0.17
gbm,1984-01-18,0.0000,-0.30
gbm,1984-01-19,0.0000,-0.50
gbm,1984-01-20,0.0000,-0.81
gbm,1984-01-23,0.0000,0.65
gbm,1984-01-24,1.0000,-0.66
gbm,1984-01-25,0.0000,-0.36
gbm,1984-01-26,1.0000,-0.18
gbm,1984-01-27,0.0000,-0.65
gbm,1984-01-30,0.0000,0.33
gbm,1984-01-31,1.0000,-0.41
gbm,1984-02-01,0.0000,0.38
gbm,1984-02-02,1.0000,-1.50
gbm,1984-02-03,0.0000,-1.76
gbm,1984-02-06,0.0000,0.42
gbm,1984-02-07,1.0000,-1.82
gbm,1984-02-08,0.0000,-0.28
gbm,1984-02-09,1.0000,0.57
gbm,1984-02-10,1.0000,-0.86
gbm,1984-02-13,0.0000,1.07
gbm,1984-02-14,1.0000,-0.23
gbm,1984-02-15,0.0000,-0.08
gbm,1984-02-16,1.0000,-0.25
gbm,1984-02-17,0.0000,-0.71
gbm,1984-02-21,0.0000,-0.21
gbm,1984-02-22,0.0000,-0.01
gbm,1984-02-23,1.0000,2.09
gbm,1984-02-24,0.0000,1.14
gbm,1984-02-27,1.0000,-1.56
gbm,1984-02-28,0.0000,0.15
gbm,1984-02-29,1.0000,0.72
gbm,1984-03-01,1.0000,0.66
gbm,1984-03-02,0.0000,-0.85
gbm,1984-03-05,0.0000,-1.04
gbm,1984-03-06,0.0000,-1.08
gbm,1984-03-07,0.0000,0.40
gbm,1984-03-08,0.0000,-0.54
gbm,1984-03-09,0.0000,1.29
gbm,1984-03-12,1.0000,0.28
gbm,1984-03-13,1.0000,-0.01
gbm,1984-03-14,0.0000,0.41
gbm,1984-03-15,0.0000,1.18
gbm,1984-03-16,0.0000,-0.94
gbm,1984-03-19,0.0000,0.68
gbm,1984-03-20,1.0000,-0.13
gbm,1984-03-21,0.0000,-1.24
gbm,1984-03-22,0.0000,0.11
gbm,1984-03-23,0.0000,-0.12
gbm,1984-03-26,0.0000,0.40
gbm,1984-03-27,1.0000,1.64
gbm,1984-03-28,1.0000,-0.23
gbm,1984-03-29,0.0000,-0.21
gbm,1984-03-30,0.0000,-0.75
gbm,1984-04-02,0.0000,-0.20
gbm,1984-04-03,0.0000,-0.08
gbm,1984-04-04,0.0000,-1.59
gbm,1984-04-05,0.0000,0.28
gbm,1984-04-06,0.0000,-0.02
gbm,1984-04-09,0.0000,0.27
gbm,1984-04-10,1.0000,-0.56
gbm,1984-04-11,0.0000,1.76
gbm,1984-04-12,1.0000,-0.27
gbm,1984-04-13,0.0000,0.64
gbm,1984-04-16,1.0000,0.41
gbm,1984-04-17,1.0000,-0.67
gbm,1984-04-18,0.0000,0.08
gbm,1984-04-19,1.0000,-0.77
gbm,1984-04-23,0.0000,0.81
gbm,1984-04-24,1.0000,0.37
gbm,1984-04-25,0.0000,1.04
gbm,1984-04-26,1.0000,-0.26
gbm,1984-04-27,0.0000,0.10
gbm,1984-04-30,1.0000,1.02
gbm,1984-05-01,1.0000,0.14
gbm,1984-05-02,1.0000,-0.43
gbm,1984-05-03,0.0000,-1.30
gbm,1984-05-04,0.0000,0.23
gbm,1984-05-07,1.0000,0.66
gbm,1984-05-08,1.0000,-0.26
gbm,1984-05-09,0.0000,-0.07
gbm,1984-05-10,0.0000,-0.94
gbm,1984-05-11,0.0000,-0.62
gbm,1984-05-14,0.0000,0.32
gbm,1984-05-15,1.0000,-0.01
gbm,1984-05-16,1.0000,-0.90
gbm,1984-05-17,0.0000,-0.50
gbm,1984-05-18,0.0000,-0.67
gbm,1984-05-21,0.0000,-0.55
gbm,1984-05-22,1.0000,-0.47
gbm,1984-05-23,1.0000,-1.25
gbm,1984-05-24,0.0000,0.26
gbm,1984-05-25,1.0000,-0.88
gbm,1984-05-29,0.0000,0.04
gbm,1984-05-30,0.0000,0.13
gbm,1984-05-31,1.0000,1.79
gbm,1984-06-01,1.0000,0.72
gbm,1984-06-04,0.0000,-0.45
gbm,1984-06-05,0.0000,0.89
gbm,1984-06-06,1.0000,-0.06
gbm,1984-06-07,1.0000,0.16
gbm,1984-06-08,0.0000,-1.36
gbm,1984-06-11,0.0000,-0.57
gbm,1984-06-12,0.0000,-0.04
gbm,1984-06-13,0.0000,-1.14
gbm,1984-06-14,0.0000,-0.90
gbm,1984-06-15,0.0000,1.81
gbm,1984-06-18,1.0000,0.58
gbm,1984-06-19,1.0000,1.46
gbm,1984-06-20,1.0000,-0.21
gbm,1984-06-21,0.0000,-0.03
gbm,1984-06-22,0.0000,-0.32
gbm,1984-06-25,0.0000,-0.82
gbm,1984-06-26,0.0000,-0.70
gbm,1984-06-27,0.0000,0.79
gbm,1984-06-28,1.0000,0.22
gbm,1984-06-29,0.0000,0.01
gbm,1984-07-02,1.0000,0.33
gbm,1984-07-03,1.0000,-0.61
gbm,1984-07-05,0.0000,-0.34
gbm,1984-07-06,0.0000,0.74
gbm,1984-07-09,1.0000,-0.31
gbm,1984-07-10,0.0000,-1.52
gbm,1984-07-11,0.0000,-0.35
gbm,1984-07-12,0.0000,0.57
gbm,1984-07-13,0.0000,0.48
gbm,1984-07-16,0.0000,0.51
gbm,1984-07-17,1.0000,-0.64
gbm,1984-07-18,0.0000,-0.68
gbm,1984-07-19,0.0000,-0.55
gbm,1984-07-20,0.0000,-0.40
gbm,1984-07-23,1.0000,-0.76
gbm,1984-07-24,1.0000,0.68
gbm,1984-07-25,1.0000,0.84
gbm,1984-07-26,1.0000,0.74
gbm,1984-07-27,0.0000,-0.66
gbm,1984-07-30,0.0000,0.31
gbm,1984-07-31,1.0000,2.27
gbm,1984-08-01,1.0000,2.54
gbm,1984-08-02,0.0000,2.76
gbm,1984-08-03,0.0000,0.15
gbm,1984-08-06,0.0000,0.07
gbm,1984-08-07,0.0000,-0.60
gbm,1984-08-08,0.0000,2.34
gbm,1984-08-09,1.0000,-0.07
gbm,1984-08-10,1.0000,0.01
gbm,1984-08-13,1.0000,-0.61
gbm,1984-08-14,1.0000,-0.99
gbm,1984-08-15,1.0000,0.60
gbm,1984-08-16,1.0000,0.23
gbm,1984-08-17,0.0000,0.49
gbm,1984-08-20,1.0000,1.75
gbm,1984-08-21,1.0000,-0.46
gbm,1984-08-22,0.0000,0.04
gbm,1984-08-23,1.0000,0.23
gbm,1984-08-24,1.0000,-0.64
gbm,1984-08-27,0.0000,0.58
gbm,1984-08-28,1.0000,-0.19
gbm,1984-08-29,1.0000,-0.29
gbm,1984-08-30,0.0000,0.05
gbm,1984-08-31,0.0000,-1.08
gbm,1984-09-04,0.0000,-0.36
gbm,1984-09-05,1.0000,0.83
gbm,1984-09-06,1.0000,-0.77
gbm,1984-09-07,0.0000,-0.07
gbm,1984-09-10,1.0000,0.12
gbm,1984-09-11,1.0000,0.14
gbm,1984-09-12,1.0000,1.98
gbm,1984-09-13,1.0000,0.50
gbm,1984-09-14,1.0000,0.05
gbm,1984-09-17,1.0000,-0.72
gbm,1984-09-18,1.0000,-0.42
gbm,1984-09-19,1.0000,0.32
gbm,1984-09-20,1.0000,-1.07
gbm,1984-09-21,0.0000,-0.24
gbm,1984-09-24,1.0000,0.21
gbm,1984-09-25,1.0000,0.40
gbm,1984-09-26,1.0000,0.41
gbm,1984-09-27,1.0000,-0.52
gbm,1984-09-28,0.0000,-0.89
gbm,1984-10-01,0.0000,-0.63
gbm,1984-10-02,1.0000,-0.70
gbm,1984-10-03,1.0000,0.30
gbm,1984-10-04,1.0000,-0.15
gbm,1984-10-05,0.0000,-0.34
gbm,1984-10-08,0.0000,-0.28
gbm,1984-10-09,0.0000,0.27
gbm,1984-10-10,0.0000,0.41
gbm,1984-10-11,0.0000,0.86
gbm,1984-10-12,0.0000,0.97
gbm,1984-10-15,0.0000,-0.60
gbm,1984-10-16,1.0000,-0.39
gbm,1984-10-17,1.0000,2.41
gbm,1984-10-18,1.0000,-0.08
gbm,1984-10-19,1.0000,-0.36
gbm,1984-10-22,1.0000,-0.16
gbm,1984-10-23,1.0000,0.07
gbm,1984-10-24,1.0000,-0.53
gbm,1984-10-25,0.0000,-0.61
gbm,1984-10-26,0.0000,-0.31
gbm,1984-10-29,1.0000,1.25
gbm,1984-10-30,1.0000,-0.45
gbm,1984-10-31,0.0000,0.84
gbm,1984-11-01,1.0000,-0.04
gbm,1984-11-02,1.0000,0.69
gbm,1984-11-05,1.0000,1.09
gbm,1984-11-06,1.0000,-0.73
gbm,1984-11-07,1.0000,-0.29
gbm,1984-11-08,1.0000,-0.64
gbm,1984-11-09,0.0000,-0.14
gbm,1984-11-12,1.0000,-0.83
gbm,1984-11-13,0.0000,0.01
gbm,1984-11-14,1.0000,-0.06
gbm,1984-11-15,0.0000,-1.08
gbm,1984-11-16,0.0000,-0.62
gbm,1984-11-19,0.0000,0.67
gbm,1984-11-20,1.0000,0.20
gbm,1984-11-21,0.0000,1.46
gbm,1984-11-23,1.0000,-0.82
gbm,1984-11-26,0.0000,0.45
gbm,1984-11-27,1.0000,-0.76
gbm,1984-11-28,0.0000,-0.67
gbm,1984-11-29,0.0000,-0.20
gbm,1984-11-30,0.0000,-0.46
gbm,1984-12-03,0.0000,0.34
gbm,1984-12-04,1.0000,-0.78
gbm,1984-12-05,0.0000,0.41
gbm,1984-12-06,1.0000,-0.31
gbm,1984-12-07,0.0000,0.35
gbm,1984-12-10,1.0000,0.15
gbm,1984-12-11,0.0000,-0.27
gbm,1984-12-12,0.0000,-0.50
gbm,1984-12-13,0.0000,0.54
gbm,1984-12-14,1.0000,0.57
gbm,1984-12-17,1.0000,2.75
gbm,1984-12-18,1.0000,-0.57
gbm,1984-12-19,0.0000,-0.47
gbm,1984-12-20,1.0000,-0.52
gbm,1984-12-21,0.0000,0.76
gbm,1984-12-24,1.0000,-0.17
gbm,1984-12-26,1.0000,-0.43
gbm,1984-12-27,0.0000,0.31
gbm,1984-12-28,0.0000,0.59
gbm,1984-12-31,1.0000,-1.12
gbm,1985-01-02,0.0000,-0.48
gbm,1985-01-03,0.0000,-0.54
gbm,1985-01-04,0.0000,0.34
gbm,1985-01-07,1.0000,-0.15
gbm,1985-01-08,0.0000,0.73
gbm,1985-01-09,1.0000,1.89
gbm,1985-01-10,1.0000,-0.24
gbm,1985-01-11,0.0000,1.55
gbm,1985-01-14,1.0000,0.18
gbm,1985-01-15,0.0000,0.22
gbm,1985-01-16,1.0000,-0.27
gbm,1985-01-17,0.0000,0.35
gbm,1985-01-18,0.0000,2.28
gbm,1985-01-21,1.0000,0.14
gbm,1985-01-22,1.0000,1.04
gbm,1985-01-23,1.0000,-0.33
gbm,1985-01-24,0.0000,0.36
gbm,1985-01-25,1.0000,0.03
gbm,1985-01-28,0.0000,1.00
gbm,1985-01-29,1.0000,0.12
gbm,1985-01-30,1.0000,0.13
gbm,1985-01-31,1.0000,-0.56
gbm,1985-02-01,0.0000,0.96
gbm,1985-02-04,1.0000,0.14
gbm,1985-02-05,1.0000,-0.10
gbm,1985-02-06,1.0000,0.77
gbm,1985-02-07,1.0000,0.20
gbm,1985-02-08,0.0000,-0.92
gbm,1985-02-11,0.0000,0.03
gbm,1985-02-12,1.0000,1.55
gbm,1985-02-13,1.0000,-0.51
gbm,1985-02-14,1.0000,-0.44
gbm,1985-02-15,0.0000,-0.15
gbm,1985-02-19,1.0000,-0.08
gbm,1985-02-20,1.0000,-0.55
gbm,1985-02-21,0.0000,-0.46
gbm,1985-02-22,0.0000,-0.07
gbm,1985-02-25,1.0000,1.08
gbm,1985-02-26,1.0000,-0.25
gbm,1985-02-27,0.0000,0.26
gbm,1985-02-28,1.0000,1.13
gbm,1985-03-01,1.0000,-0.64
gbm,1985-03-04,1.0000,0.09
gbm,1985-03-05,1.0000,-0.87
gbm,1985-03-06,1.0000,-0.63
gbm,1985-03-07,1.0000,-0.23
gbm,1985-03-08,0.0000,-0.17
gbm,1985-03-11,1.0000,0.49
gbm,1985-03-12,1.0000,-0.82
gbm,1985-03-13,0.0000,-0.20
gbm,1985-03-14,0.0000,-0.74
gbm,1985-03-15,0.0000,0.20
gbm,1985-03-18,1.0000,1.50
gbm,1985-03-19,1.0000,-0.26
gbm,1985-03-20,0.0000,0.15
gbm,1985-03-21,1.0000,-0.17
gbm,1985-03-22,0.0000,-0.60
gbm,1985-03-25,0.0000,0.26
gbm,1985-03-26,1.0000,0.62
gbm,1985-03-27,0.0000,0.00
gbm,1985-03-28,0.0000,0.62
gbm,1985-03-29,1.0000,0.34
gbm,1985-04-01,1.0000,-0.41
gbm,1985-04-02,0.0000,-0.79
gbm,1985-04-03,0.0000,-0.04
gbm,1985-04-04,1.0000,-0.56
gbm,1985-04-08,0.0000,0.10
gbm,1985-04-09,1.0000,0.68
gbm,1985-04-10,1.0000,0.43
gbm,1985-04-11,1.0000,0.19
gbm,1985-04-12,0.0000,0.21
gbm,1985-04-15,1.0000,0.15
gbm,1985-04-16,1.0000,0.26
gbm,1985-04-17,1.0000,-0.46
gbm,1985-04-18,0.0000,0.15
gbm,1985-04-19,0.0000,-0.23
gbm,1985-04-22,0.0000,0.65
gbm,1985-04-23,1.0000,0.21
gbm,1985-04-24,0.0000,0.64
gbm,1985-04-25,1.0000,-0.68
gbm,1985-04-26,0.0000,-0.85
gbm,1985-04-29,0.0000,-0.44
gbm,1985-04-30,0.0000,-0.81
gbm,1985-05-01,0.0000,0.36
gbm,1985-05-02,1.0000,0.60
gbm,1985-05-03,0.0000,-0.05
gbm,1985-05-06,1.0000,0.43
gbm,1985-05-07,1.0000,-0.08
gbm,1985-05-08,0.0000,0.72
gbm,1985-05-09,1.0000,1.30
gbm,1985-05-10,0.0000,0.18
gbm,1985-05-13,1.0000,-0.40
gbm,1985-05-14,0.0000,0.36
gbm,1985-05-15,0.0000,0.61
gbm,1985-05-16,0.0000,0.95
gbm,1985-05-17,0.0000,1.23
gbm,1985-05-20,1.0000,-0.04
gbm,1985-05-21,1.0000,-0.57
gbm,1985-05-22,0.0000,-0.51
gbm,1985-05-23,1.0000,0.37
gbm,1985-05-24,1.0000,-0.23
gbm,1985-05-28,0.0000,-0.10
gbm,1985-05-29,1.0000,0.04
gbm,1985-05-30,0.0000,0.96
gbm,1985-05-31,1.0000,-0.12
gbm,1985-06-03,1.0000,0.38
gbm,1985-06-04,1.0000,0.06
gbm,1985-06-05,1.0000,0.47
gbm,1985-06-06,1.0000,-0.72
gbm,1985-06-07,0.0000,-0.09
gbm,1985-06-10,1.0000,-0.25
gbm,1985-06-11,0.0000,-0.76
gbm,1985-06-12,0.0000,-1.22
gbm,1985-06-13,0.0000,0.96
gbm,1985-06-14,1.0000,-0.30
gbm,1985-06-17,0.0000,0.43
gbm,1985-06-18,1.0000,-0.38
gbm,1985-06-19,0.0000,0.05
gbm,1985-06-20,1.0000,1.54
gbm,1985-06-21,1.0000,-0.24
gbm,1985-06-24,0.0000,0.31
gbm,1985-06-25,1.0000,0.17
gbm,1985-06-26,0.0000,0.62
gbm,1985-06-27,1.0000,0.32
gbm,1985-06-28,0.0000,0.30
gbm,1985-07-01,1.0000,-0.22
gbm,1985-07-02,0.0000,-0.29
gbm,1985-07-03,0.0000,0.56
gbm,1985-07-05,1.0000,-0.31
gbm,1985-07-08,0.0000,-0.46
gbm,1985-07-09,0.0000,0.69
gbm,1985-07-10,1.0000,0.30
gbm,1985-07-11,1.0000,0.18
gbm,1985-07-12,0.0000,-0.29
gbm,1985-07-15,1.0000,1.04
gbm,1985-07-16,1.0000,0.48
gbm,1985-07-17,1.0000,-0.65
gbm,1985-07-18,0.0000,0.39
gbm,1985-07-19,0.0000,-0.40
gbm,1985-07-22,0.0000,-0.93
gbm,1985-07-23,0.0000,-0.50
gbm,1985-07-24,0.0000,0.25
gbm,1985-07-25,1.0000,0.18
gbm,1985-07-26,0.0000,-1.46
gbm,1985-07-29,0.0000,0.17
gbm,1985-07-30,1.0000,0.52
gbm,1985-07-31,1.0000,0.62
gbm,1985-08-01,1.0000,-0.33
gbm,1985-08-02,0.0000,-0.45
gbm,1985-08-05,0.0000,-1.41
gbm,1985-08-06,0.0000,-0.13
gbm,1985-08-07,1.0000,0.68
gbm,1985-08-08,1.0000,-0.33
gbm,1985-08-09,0.0000,-0.37
gbm,1985-08-12,0.0000,-0.18
gbm,1985-08-13,1.0000,0.06
gbm,1985-08-14,0.0000,-0.08
gbm,1985-08-15,1.0000,-0.62
gbm,1985-08-16,0.0000,0.15
gbm,1985-08-19,1.0000,0.91
gbm,1985-08-20,1.0000,0.57
gbm,1985-08-21,1.0000,-0.95
gbm,1985-08-22,0.0000,-0.10
gbm,1985-08-23,1.0000,0.07
gbm,1985-08-26,1.0000,0.42
gbm,1985-08-27,1.0000,0.39
gbm,1985-08-28,0.0000,0.05
gbm,1985-08-29,1.0000,-0.16
gbm,1985-08-30,0.0000,-0.38
gbm,1985-09-03,0.0000,-0.29
gbm,1985-09-04,0.0000,-0.05
gbm,1985-09-05,1.0000,0.52
gbm,1985-09-06,0.0000,0.01
gbm,1985-09-09,1.0000,-0.72
gbm,1985-09-10,0.0000,-1.00
gbm,1985-09-11,0.0000,-0.72
gbm,1985-09-12,0.0000,-0.42
gbm,1985-09-13,0.0000,-0.02
gbm,1985-09-16,1.0000,-0.83
gbm,1985-09-17,0.0000,0.19
gbm,1985-09-18,1.0000,0.92
gbm,1985-09-19,1.0000,-0.73
gbm,1985-09-20,0.0000,1.24
gbm,1985-09-23,1.0000,-0.91
gbm,1985-09-24,0.0000,-1.07
gbm,1985-09-25,0.0000,0.35
gbm,1985-09-26,1.0000,0.44
gbm,1985-09-30,0.0000,1.64
gbm,1985-10-01,1.0000,-0.55
gbm,1985-10-02,0.0000,0.16
gbm,1985-10-03,1.0000,-0.62
gbm,1985-10-04,0.0000,-0.74
gbm,1985-10-07,0.0000,0.00
gbm,1985-10-08,1.0000,0.36
gbm,1985-10-09,1.0000,0.14
gbm,1985-10-10,0.0000,0.82
gbm,1985-10-11,1.0000,1.13
gbm,1985-10-14,0.0000,-0.16
gbm,1985-10-15,1.0000,1.02
gbm,1985-10-16,1.0000,-0.17
gbm,1985-10-17,1.0000,-0.33
gbm,1985-10-18,0.0000,-0.04
gbm,1985-10-21,0.0000,0.58
gbm,1985-10-22,1.0000,0.56
gbm,1985-10-23,1.0000,-0.31
gbm,1985-10-24,0.0000,-0.52
gbm,1985-10-25,0.0000,0.13
gbm,1985-10-28,1.0000,0.78
gbm,1985-10-29,1.0000,0.44
gbm,1985-10-30,1.0000,-0.13
gbm,1985-10-31,0.0000,0.90
gbm,1985-11-01,0.0000,-0.15
gbm,1985-11-04,1.0000,0.59
gbm,1985-11-05,1.0000,0.20
gbm,1985-11-06,1.0000,-0.07
gbm,1985-11-07,1.0000,0.57
gbm,1985-11-08,0.0000,1.84
gbm,1985-11-11,1.0000,0.41
gbm,1985-11-12,1.0000,-0.49
gbm,1985-11-13,0.0000,0.99
gbm,1985-11-14,1.0000,-0.48
gbm,1985-11-15,0.0000,0.30
gbm,1985-11-18,1.0000,-0.02
gbm,1985-11-19,1.0000,0.16
gbm,1985-11-20,1.0000,1.22
gbm,1985-11-21,1.0000,0.05
gbm,1985-11-22,0.0000,-0.58
gbm,1985-11-25,0.0000,0.16
gbm,1985-11-26,1.0000,0.93
gbm,1985-11-27,1.0000,-0.18
gbm,1985-11-29,0.0000,-0.85
gbm,1985-12-02,0.0000,0.20
gbm,1985-12-03,1.0000,1.68
gbm,1985-12-04,1.0000,-0.17
gbm,1985-12-05,1.0000,-0.44
gbm,1985-12-06,0.0000,0.62
gbm,1985-12-09,1.0000,0.07
gbm,1985-12-10,1.0000,0.94
gbm,1985-12-11,1.0000,0.20
gbm,1985-12-12,1.0000,1.55
gbm,1985-12-13,1.0000,0.99
gbm,1985-12-16,1.0000,-0.65
gbm,1985-12-17,0.0000,-0.40
gbm,1985-12-18,0.0000,0.10
gbm,1985-12-19,1.0000,0.44
gbm,1985-12-20,1.0000,-1.12
gbm,1985-12-23,0.0000,-0.69
gbm,1985-12-24,0.0000,0.25
gbm,1985-12-26,0.0000,0.94
gbm,1985-12-27,0.0000,0.51
gbm,1985-12-30,1.0000,0.28
gbm,1985-12-31,1.0000,-0.80
gbm,1986-01-02,0.0000,0.62
gbm,1986-01-03,0.0000,-0.11
gbm,1986-01-06,1.0000,1.50
gbm,1986-01-07,1.0000,-2.73
gbm,1986-01-08,0.0000,-0.89
gbm,1986-01-09,0.0000,-0.07
gbm,1986-01-10,0.0000,0.37
gbm,1986-01-13,1.0000,-0.04
gbm,1986-01-14,1.0000,0.78
gbm,1986-01-15,1.0000,0.44
gbm,1986-01-16,1.0000,-0.35
gbm,1986-01-17,0.0000,-0.43
gbm,1986-01-20,0.0000,-0.84
gbm,1986-01-21,0.0000,-1.12
gbm,1986-01-22,0.0000,0.37
gbm,1986-01-23,1.0000,1.07
gbm,1986-01-24,0.0000,0.47
gbm,1986-01-27,1.0000,1.17
gbm,1986-01-28,0.0000,0.23
gbm,1986-01-29,1.0000,-0.46
gbm,1986-01-30,0.0000,1.17
gbm,1986-01-31,1.0000,1.03
gbm,1986-02-03,1.0000,-0.55
gbm,1986-02-04,0.0000,0.08
gbm,1986-02-05,1.0000,0.24
gbm,1986-02-06,1.0000,0.51
gbm,1986-02-07,0.0000,0.78
gbm,1986-02-10,1.0000,-0.15
gbm,1986-02-11,1.0000,0.02
gbm,1986-02-12,1.0000,0.66
gbm,1986-02-13,1.0000,1.09
gbm,1986-02-14,0.0000,1.22
gbm,1986-02-18,1.0000,-1.21
gbm,1986-02-19,0.0000,1.12
gbm,1986-02-20,1.0000,1.08
gbm,1986-02-21,0.0000,-0.12
gbm,1986-02-24,1.0000,-0.25
gbm,1986-02-25,0.0000,0.11
gbm,1986-02-26,0.0000,1.22
gbm,1986-02-27,1.0000,0.07
gbm,1986-02-28,1.0000,-0.66
gbm,1986-03-03,0.0000,-0.46
gbm,1986-03-04,0.0000,-0.02
gbm,1986-03-05,1.0000,0.35
gbm,1986-03-06,1.0000,0.20
gbm,1986-03-07,1.0000,0.45
gbm,1986-03-10,1.0000,2.26
gbm,1986-03-11,1.0000,0.37
gbm,1986-03-12,1.0000,0.28
gbm,1986-03-13,0.0000,1.44
gbm,1986-03-14,1.0000,-0.79
gbm,1986-03-17,0.0000,0.47
gbm,1986-03-18,1.0000,-0.08
gbm,1986-03-19,0.0000,0.40
gbm,1986-03-20,1.0000,-1.35
gbm,1986-03-21,0.0000,0.85
gbm,1986-03-24,1.0000,-0.26
gbm,1986-03-25,0.0000,1.10
gbm,1986-03-26,1.0000,0.70
gbm,1986-03-27,1.0000,-0.03
gbm,1986-03-31,1.0000,-1.57
gbm,1986-04-01,0.0000,0.24
gbm,1986-04-02,1.0000,-1.37
gbm,1986-04-03,0.0000,-1.63
gbm,1986-04-04,1.0000,-0.03
gbm,1986-04-07,1.0000,2.14
gbm,1986-04-08,1.0000,0.10
gbm,1986-04-09,1.0000,1.15
gbm,1986-04-10,1.0000,-0.20
gbm,1986-04-11,0.0000,0.56
gbm,1986-04-14,1.0000,0.19
gbm,1986-04-15,0.0000,1.89
gbm,1986-04-16,1.0000,0.33
gbm,1986-04-17,1.0000,-0.27
gbm,1986-04-18,0.0000,0.97
gbm,1986-04-21,1.0000,-0.95
gbm,1986-04-22,0.0000,-0.28
gbm,1986-04-23,0.0000,0.11
gbm,1986-04-24,0.0000,0.11
gbm,1986-04-25,0.0000,0.33
gbm,1986-04-28,1.0000,-1.06
gbm,1986-04-29,0.0000,-2.07
gbm,1986-04-30,0.0000,-0.15
gbm,1986-05-01,1.0000,-0.16
gbm,1986-05-02,1.0000,1.25
gbm,1986-05-05,1.0000,-0.21
gbm,1986-05-06,0.0000,-0.49
gbm,1986-05-07,0.0000,0.44
gbm,1986-05-08,1.0000,0.30
gbm,1986-05-09,0.0000,-0.11
gbm,1986-05-12,0.0000,-0.49
gbm,1986-05-13,0.0000,0.48
gbm,1986-05-14,1.0000,-1.31
gbm,1986-05-15,0.0000,-0.71
gbm,1986-05-16,0.0000,0.19
gbm,1986-05-19,1.0000,1.25
gbm,1986-05-20,1.0000,-0.28
gbm,1986-05-21,0.0000,1.98
gbm,1986-05-22,1.0000,0.51
gbm,1986-05-23,1.0000,1.41
gbm,1986-05-27,1.0000,0.77
gbm,1986-05-28,1.0000,0.55
gbm,1986-05-29,1.0000,-0.25
gbm,1986-05-30,0.0000,-0.93
gbm,1986-06-02,0.0000,0.19
gbm,1986-06-03,1.0000,-0.64
gbm,1986-06-04,0.0000,0.70
gbm,1986-06-05,0.0000,0.01
gbm,1986-06-06,0.0000,-2.32
gbm,1986-06-09,0.0000,-0.16
gbm,1986-06-10,1.0000,0.65
gbm,1986-06-11,1.0000,0.15
gbm,1986-06-12,1.0000,1.76
gbm,1986-06-13,0.0000,0.16
gbm,1986-06-16,1.0000,-0.72
gbm,1986-06-17,0.0000,0.26
gbm,1986-06-18,1.0000,-0.38
gbm,1986-06-19,0.0000,1.44
gbm,1986-06-20,1.0000,-0.94
gbm,1986-06-23,0.0000,0.72
gbm,1986-06-24,1.0000,0.77
gbm,1986-06-25,0.0000,-0.08
gbm,1986-06-26,1.0000,0.35
gbm,1986-06-27,0.0000,0.50
gbm,1986-06-30,1.0000,0.48
gbm,1986-07-01,0.0000,0.26
gbm,1986-07-02,1.0000,-0.36
gbm,1986-07-03,0.0000,-3.07
gbm,1986-07-07,0.0000,-1.01
gbm,1986-07-08,0.0000,0.51
gbm,1986-07-09,0.0000,0.08
