ydatestr,ydate,openp,cp
1980-07-03,723365,115.68,117.46
1980-07-07,723369,117.46,118.29
1980-07-08,723370,118.29,117.84
1980-07-09,723371,117.84,117.98
1980-07-10,723372,117.98,116.95
1980-07-11,723373,116.95,117.84
1980-07-14,723376,117.84,120.01
1980-07-15,723377,120.01,119.3
1980-07-16,723378,119.3,119.63
1980-07-17,723379,119.63,121.44
1980-07-18,723380,121.44,122.04
1980-07-21,723383,122.04,122.51
1980-07-22,723384,122.51,122.19
1980-07-23,723385,122.19,121.93
1980-07-24,723386,121.93,121.79
1980-07-25,723387,121.79,120.78
1980-07-28,723390,120.78,121.43
1980-07-29,723391,121.43,122.4
1980-07-30,723392,122.4,122.23
1980-07-31,723393,122.23,121.67
1980-08-01,723394,121.67,121.21
1980-08-04,723397,121.21,120.98
1980-08-05,723398,120.98,120.74
1980-08-06,723399,120.74,121.55
1980-08-07,723400,121.66,123.3
1980-08-08,723401,123.3,123.61
1980-08-11,723404,123.61,124.78
1980-08-12,723405,124.78,123.79
1980-08-13,723406,123.79,123.28
1980-08-14,723407,123.28,125.25
1980-08-15,723408,125.25,125.72
1980-08-18,723411,125.28,123.39
1980-08-19,723412,123.39,122.6
1980-08-20,723413,122.6,123.77
1980-08-21,723414,123.77,125.46
1980-08-22,723415,125.46,126.02
1980-08-25,723418,126.02,125.16
1980-08-26,723419,125.16,124.84
1980-08-27,723420,124.84,123.52
1980-08-28,723421,123.52,122.08
1980-08-29,723422,122.08,122.38
1980-09-02,723426,122.38,123.74
1980-09-03,723427,123.87,126.12
1980-09-04,723428,126.12,125.42
1980-09-05,723429,125.42,124.88
1980-09-08,723432,124.88,123.31
1980-09-09,723433,123.31,124.07
1980-09-10,723434,124.07,124.81
1980-09-11,723435,124.81,125.66
1980-09-12,723436,125.66,125.54
1980-09-15,723439,125.54,125.67
1980-09-16,723440,125.67,126.74
1980-09-17,723441,126.74,128.87
1980-09-18,723442,128.87,128.4
1980-09-19,723443,128.4,129.25
1980-09-22,723446,129.25,130.4
1980-09-23,723447,130.4,129.43
1980-09-24,723448,129.43,130.37
1980-09-25,723449,130.37,128.72
1980-09-26,723450,128.17,126.35
1980-09-29,723453,125.41,123.54
1980-09-30,723454,123.54,125.46
1980-10-01,723455,125.46,127.13
1980-10-02,723456,127.13,128.09
1980-10-03,723457,128.09,129.33
1980-10-06,723460,129.35,131.73
1980-10-07,723461,131.73,131
1980-10-08,723462,131,131.65
1980-10-09,723463,131.65,131.04
1980-10-10,723464,131.04,130.29
1980-10-13,723467,130.29,132.03
1980-10-14,723468,132.03,132.02
1980-10-15,723469,132.02,133.7
1980-10-16,723470,133.7,132.22
1980-10-17,723471,132.22,131.52
1980-10-20,723474,131.52,132.61
1980-10-21,723475,132.61,131.84
1980-10-22,723476,131.84,131.92
1980-10-23,723477,131.92,129.53
1980-10-24,723478,129.53,129.85
1980-10-27,723481,129.85,127.88
1980-10-28,723482,127.88,128.05
1980-10-29,723483,128.05,127.91
1980-10-30,723484,127.91,126.29
1980-10-31,723485,126.29,127.47
1980-11-03,723488,127.47,129.04
1980-11-05,723490,130.77,131.33
1980-11-06,723491,131.3,128.91
1980-11-07,723492,128.91,129.18
1980-11-10,723495,129.18,129.48
1980-11-11,723496,129.48,131.26
1980-11-12,723497,131.33,134.59
1980-11-13,723498,134.59,136.49
1980-11-14,723499,136.49,137.15
1980-11-17,723502,137.15,137.75
1980-11-18,723503,137.91,139.7
1980-11-19,723504,139.7,139.06
1980-11-20,723505,139.06,140.4
1980-11-21,723506,140.4,139.11
1980-11-24,723509,139.11,138.31
1980-11-25,723510,138.31,139.33
1980-11-26,723511,139.33,140.17
1980-11-28,723513,140.17,140.52
1980-12-01,723516,140.52,137.21
1980-12-02,723517,137.21,136.97
1980-12-03,723518,136.97,136.71
1980-12-04,723519,136.71,136.48
1980-12-05,723520,136.37,134.03
1980-12-08,723523,133.19,130.61
1980-12-09,723524,130.61,130.48
1980-12-10,723525,130.48,128.26
1980-12-11,723526,128.26,127.36
1980-12-12,723527,127.36,129.23
1980-12-15,723530,129.23,129.45
1980-12-16,723531,129.45,130.6
1980-12-17,723532,130.6,132.89
1980-12-18,723533,132.89,133
1980-12-19,723534,133,133.7
1980-12-22,723537,133.7,135.78
1980-12-23,723538,135.78,135.3
1980-12-24,723539,135.3,135.88
1980-12-26,723541,135.88,136.57
1980-12-29,723544,136.57,135.03
1980-12-30,723545,135.03,135.33
1980-12-31,723546,135.33,135.76
1981-01-02,723548,135.76,136.34
1981-01-05,723551,136.34,137.97
1981-01-06,723552,137.97,138.12
1981-01-07,723553,136.02,135.08
1981-01-08,723554,135.08,133.06
1981-01-09,723555,133.06,133.48
1981-01-12,723558,133.48,133.52
1981-01-13,723559,133.52,133.29
1981-01-14,723560,133.29,133.47
1981-01-15,723561,133.47,134.22
1981-01-16,723562,134.22,134.77
1981-01-19,723565,134.77,134.37
1981-01-20,723566,134.37,131.65
1981-01-21,723567,131.65,131.36
1981-01-22,723568,131.36,130.26
1981-01-23,723569,130.26,130.23
1981-01-26,723572,130.23,129.84
1981-01-27,723573,129.84,131.12
1981-01-28,723574,131.12,130.34
1981-01-29,723575,130.34,130.24
1981-01-30,723576,130.24,129.55
1981-02-02,723579,129.48,126.91
1981-02-03,723580,126.91,128.46
1981-02-04,723581,128.46,128.59
1981-02-05,723582,128.59,129.63
1981-02-06,723583,129.63,130.6
1981-02-09,723586,130.6,129.27
1981-02-10,723587,129.27,129.24
1981-02-11,723588,129.24,128.24
1981-02-12,723589,128.24,127.48
1981-02-13,723590,127.48,126.98
1981-02-17,723594,126.98,127.81
1981-02-18,723595,127.81,128.48
1981-02-19,723596,128.48,126.61
1981-02-20,723597,126.61,126.58
1981-02-23,723600,126.58,127.35
1981-02-24,723601,127.35,127.39
1981-02-25,723602,127.39,128.52
1981-02-26,723603,128.52,130.1
1981-02-27,723604,130.1,131.27
1981-03-02,723607,131.27,132.01
1981-03-03,723608,132.01,130.56
1981-03-04,723609,130.56,130.86
1981-03-05,723610,130.86,129.93
1981-03-06,723611,129.93,129.85
1981-03-09,723614,129.85,131.12
1981-03-10,723615,131.12,130.46
1981-03-11,723616,130.46,129.95
1981-03-12,723617,129.95,133.19
1981-03-13,723618,133.19,133.11
1981-03-16,723621,133.11,134.68
1981-03-17,723622,134.68,133.92
1981-03-18,723623,133.92,134.22
1981-03-19,723624,134.22,133.46
1981-03-20,723625,133.46,134.08
1981-03-23,723628,134.08,135.69
1981-03-24,723629,135.69,134.67
1981-03-25,723630,134.67,137.11
1981-03-26,723631,137.11,136.27
1981-03-27,723632,136.27,134.65
1981-03-30,723635,134.65,134.28
1981-03-31,723636,134.68,136
1981-04-01,723637,136,136.57
1981-04-02,723638,136.57,136.32
1981-04-03,723639,136.32,135.49
1981-04-06,723642,135.49,133.93
1981-04-07,723643,133.93,133.91
1981-04-08,723644,133.91,134.31
1981-04-09,723645,134.31,134.67
1981-04-10,723646,134.67,134.51
1981-04-13,723649,134.51,133.15
1981-04-14,723650,133.15,132.68
1981-04-15,723651,132.68,134.17
1981-04-16,723652,134.17,134.7
1981-04-20,723656,134.7,135.45
1981-04-21,723657,135.45,134.23
1981-04-22,723658,134.23,134.14
1981-04-23,723659,134.14,133.94
1981-04-24,723660,133.94,135.14
1981-04-27,723663,135.14,135.48
1981-04-28,723664,135.48,134.33
1981-04-29,723665,134.33,133.05
1981-04-30,723666,133.05,132.81
1981-05-01,723667,132.81,132.72
1981-05-04,723670,131.78,130.67
1981-05-05,723671,130.67,130.32
1981-05-06,723672,130.32,130.78
1981-05-07,723673,130.78,131.67
1981-05-08,723674,131.67,131.66
1981-05-11,723677,131.66,129.71
1981-05-12,723678,129.71,130.72
1981-05-13,723679,130.72,130.55
1981-05-14,723680,130.55,131.28
1981-05-15,723681,131.28,132.17
1981-05-18,723684,132.17,132.54
1981-05-19,723685,132.54,132.09
1981-05-20,723686,132.09,132
1981-05-21,723687,132,131.75
1981-05-22,723688,131.75,131.33
1981-05-26,723692,131.33,132.77
1981-05-27,723693,132.77,133.77
1981-05-28,723694,133.77,133.45
1981-05-29,723695,133.45,132.59
1981-06-01,723698,132.59,132.41
1981-06-02,723699,132.41,130.62
1981-06-03,723700,130.62,130.71
1981-06-04,723701,130.71,130.96
1981-06-05,723702,130.96,132.22
1981-06-08,723705,132.22,132.24
1981-06-09,723706,132.24,131.97
1981-06-10,723707,131.97,132.32
1981-06-11,723708,132.32,133.75
1981-06-12,723709,133.75,133.49
1981-06-15,723712,133.49,133.61
1981-06-16,723713,133.61,132.15
1981-06-17,723714,132.15,133.32
1981-06-18,723715,133.32,131.64
1981-06-19,723716,131.64,132.27
1981-06-22,723719,132.27,131.95
1981-06-23,723720,131.95,133.35
1981-06-24,723721,133.35,132.66
1981-06-25,723722,132.66,132.81
1981-06-26,723723,132.81,132.56
1981-06-29,723726,132.56,131.89
1981-06-30,723727,131.89,131.21
1981-07-01,723728,131.21,129.77
1981-07-02,723729,129.77,128.64
1981-07-06,723733,128.64,127.37
1981-07-07,723734,127.37,128.24
1981-07-08,723735,128.24,128.32
1981-07-09,723736,128.32,129.3
1981-07-10,723737,129.3,129.37
1981-07-13,723740,129.37,129.64
1981-07-14,723741,129.64,129.65
1981-07-15,723742,129.65,130.23
1981-07-16,723743,130.23,130.34
1981-07-17,723744,130.34,130.76
1981-07-20,723747,130.6,128.72
1981-07-21,723748,128.72,128.34
1981-07-22,723749,128.34,127.13
1981-07-23,723750,127.13,127.4
1981-07-24,723751,127.4,128.46
1981-07-27,723754,128.46,129.9
1981-07-28,723755,129.9,129.14
1981-07-29,723756,129.14,129.16
1981-07-30,723757,129.16,130.01
1981-07-31,723758,130.01,130.92
1981-08-03,723761,130.92,130.48
1981-08-04,723762,130.48,131.18
1981-08-05,723763,131.18,132.67
1981-08-06,723764,132.67,132.64
1981-08-07,723765,132.64,131.75
1981-08-10,723768,131.75,132.54
1981-08-11,723769,132.54,133.85
1981-08-12,723770,133.85,133.4
1981-08-13,723771,133.4,133.51
1981-08-14,723772,133.51,132.49
1981-08-17,723775,132.49,131.22
1981-08-18,723776,131.22,130.11
1981-08-19,723777,130.11,130.49
1981-08-20,723778,130.49,130.69
1981-08-21,723779,130.69,129.23
1981-08-24,723782,128.59,125.5
1981-08-25,723783,125.5,125.13
1981-08-26,723784,125.13,124.96
1981-08-27,723785,124.96,123.51
1981-08-28,723786,123.51,124.08
1981-08-31,723789,124.08,122.79
1981-09-01,723790,122.79,123.02
1981-09-02,723791,123.02,123.49
1981-09-03,723792,123.49,121.24
1981-09-04,723793,121.24,120.07
1981-09-08,723797,120.07,117.98
1981-09-09,723798,117.98,118.4
1981-09-10,723799,118.4,120.14
1981-09-11,723800,120.14,121.61
1981-09-14,723803,121.61,120.66
1981-09-15,723804,120.66,119.77
1981-09-16,723805,119.77,118.87
1981-09-17,723806,118.87,117.15
1981-09-18,723807,117.15,116.26
1981-09-21,723810,116.26,117.24
1981-09-22,723811,117.24,116.68
1981-09-23,723812,116.68,115.65
1981-09-24,723813,115.65,115.01
1981-09-25,723814,114.69,112.77
1981-09-28,723817,112.77,115.53
1981-09-29,723818,115.53,115.94
1981-09-30,723819,115.94,116.18
1981-10-01,723820,116.18,117.08
1981-10-02,723821,117.08,119.36
1981-10-05,723824,119.36,119.51
1981-10-06,723825,119.51,119.39
1981-10-07,723826,119.39,121.31
1981-10-08,723827,121.31,122.31
1981-10-09,723828,122.31,121.45
1981-10-12,723831,121.45,121.21
1981-10-13,723832,121.21,120.78
1981-10-14,723833,120.78,118.8
1981-10-15,723834,118.8,119.71
1981-10-16,723835,119.71,119.19
1981-10-19,723838,119.19,118.98
1981-10-20,723839,118.98,120.28
1981-10-21,723840,120.28,120.1
1981-10-22,723841,120.1,119.64
1981-10-23,723842,119.64,118.6
1981-10-26,723845,118.6,118.16
1981-10-27,723846,118.16,119.29
1981-10-28,723847,119.29,119.45
1981-10-29,723848,119.45,119.06
1981-10-30,723849,119.06,121.89
1981-11-02,723852,122.35,124.2
1981-11-03,723853,124.2,124.8
1981-11-04,723854,124.8,124.74
1981-11-05,723855,124.74,123.54
1981-11-06,723856,123.54,122.67
1981-11-09,723859,122.67,123.29
1981-11-10,723860,123.29,122.7
1981-11-11,723861,122.7,122.92
1981-11-12,723862,122.92,123.19
1981-11-13,723863,123.19,121.67
1981-11-16,723866,121.64,120.24
1981-11-17,723867,120.24,121.15
1981-11-18,723868,121.15,120.26
1981-11-19,723869,120.26,120.71
1981-11-20,723870,120.71,121.71
1981-11-23,723873,121.71,121.6
1981-11-24,723874,121.6,123.51
1981-11-25,723875,123.51,124.05
1981-11-27,723877,124.05,125.09
1981-11-30,723880,125.09,126.35
1981-12-01,723881,126.35,126.1
1981-12-02,723882,126.1,124.69
1981-12-03,723883,124.69,125.12
1981-12-04,723884,125.12,126.26
1981-12-07,723887,126.26,125.19
1981-12-08,723888,125.19,124.82
1981-12-09,723889,124.82,125.48
1981-12-10,723890,125.48,125.71
1981-12-11,723891,125.71,124.93
1981-12-14,723894,124.37,122.78
1981-12-15,723895,122.78,122.99
1981-12-16,723896,122.99,122.42
1981-12-17,723897,122.42,123.12
1981-12-18,723898,123.12,124
1981-12-21,723901,124,123.34
1981-12-22,723902,123.34,122.88
1981-12-23,723903,122.88,122.31
1981-12-24,723904,122.31,122.54
1981-12-28,723908,122.54,122.27
1981-12-29,723909,122.27,121.67
1981-12-30,723910,121.67,122.3
1981-12-31,723911,122.3,122.55
1982-01-04,723915,122.55,122.74
1982-01-05,723916,122.61,120.05
1982-01-06,723917,120.05,119.18
1982-01-07,723918,119.18,118.93
1982-01-08,723919,118.93,119.55
1982-01-11,723922,119.55,116.78
1982-01-12,723923,116.78,116.3
1982-01-13,723924,116.3,114.88
1982-01-14,723925,114.88,115.54
1982-01-15,723926,115.54,116.33
1982-01-18,723929,116.33,117.22
1982-01-19,723930,117.22,115.97
1982-01-20,723931,115.97,115.27
1982-01-21,723932,115.27,115.75
1982-01-22,723933,115.75,115.38
1982-01-25,723936,115.38,115.41
1982-01-26,723937,115.41,115.19
1982-01-27,723938,115.19,115.74
1982-01-28,723939,116.1,118.92
1982-01-29,723940,118.92,120.4
1982-02-01,723943,119.81,117.78
1982-02-02,723944,117.78,118.01
1982-02-03,723945,118.01,116.48
1982-02-04,723946,116.48,116.42
1982-02-05,723947,116.42,117.26
1982-02-08,723950,117.04,114.63
1982-02-09,723951,114.63,113.68
1982-02-10,723952,113.68,114.66
1982-02-11,723953,114.66,114.43
1982-02-12,723954,114.43,114.38
1982-02-16,723958,114.38,114.06
1982-02-17,723959,114.06,113.69
1982-02-18,723960,113.69,113.82
1982-02-19,723961,113.82,113.22
1982-02-22,723964,113.22,111.59
1982-02-23,723965,111.59,111.51
1982-02-24,723966,111.51,113.47
1982-02-25,723967,113.47,113.21
1982-02-26,723968,113.21,113.11
1982-03-01,723971,113.11,113.31
1982-03-02,723972,113.31,112.68
1982-03-03,723973,112.51,110.92
1982-03-04,723974,110.92,109.88
1982-03-05,723975,109.88,109.34
1982-03-08,723978,109.34,107.34
1982-03-09,723979,107.34,108.83
1982-03-10,723980,108.83,109.41
1982-03-11,723981,109.41,109.36
1982-03-12,723982,109.36,108.61
1982-03-15,723985,108.61,109.45
1982-03-16,723986,109.45,109.28
1982-03-17,723987,109.28,109.08
1982-03-18,723988,109.08,110.3
1982-03-19,723989,110.3,110.61
1982-03-22,723992,110.71,112.77
1982-03-23,723993,112.77,113.55
1982-03-24,723994,113.55,112.97
1982-03-25,723995,112.97,113.21
1982-03-26,723996,113.21,111.94
1982-03-29,723999,111.94,112.3
1982-03-30,724000,112.3,112.27
1982-03-31,724001,112.27,111.96
1982-04-01,724002,111.96,113.79
1982-04-02,724003,113.79,115.12
1982-04-05,724006,115.12,114.73
1982-04-06,724007,114.73,115.36
1982-04-07,724008,115.36,115.46
1982-04-08,724009,115.46,116.22
1982-04-12,724013,116.22,116
1982-04-13,724014,116,115.99
1982-04-14,724015,115.99,115.83
1982-04-15,724016,115.83,116.35
1982-04-16,724017,116.35,116.81
1982-04-19,724020,116.81,116.7
1982-04-20,724021,115.8,115.44
1982-04-21,724022,115.48,115.72
1982-04-22,724023,115.72,117.19
1982-04-23,724024,118.02,118.64
1982-04-26,724027,118.94,119.26
1982-04-27,724028,119.07,118
1982-04-28,724029,117.83,117.26
1982-04-29,724030,116.4,116.14
1982-04-30,724031,116.21,116.44
1982-05-03,724034,115.96,116.82
1982-05-04,724035,117.41,117.46
1982-05-05,724036,117.85,117.67
1982-05-06,724037,118.82,118.68
1982-05-07,724038,119.08,119.47
1982-05-10,724041,119.08,118.38
1982-05-11,724042,118.54,119.42
1982-05-12,724043,119.89,119.17
1982-05-13,724044,119.08,118.22
1982-05-14,724045,118.2,118.01
1982-05-17,724048,117.62,116.71
1982-05-18,724049,116.35,115.84
1982-05-19,724050,115.61,114.89
1982-05-20,724051,114.85,114.59
1982-05-21,724052,115.03,114.89
1982-05-24,724055,114.46,114.79
1982-05-25,724056,115.5,114.4
1982-05-26,724057,113.68,113.11
1982-05-27,724058,113.11,112.66
1982-05-28,724059,112.79,111.88
1982-06-01,724063,111.97,111.68
1982-06-02,724064,111.74,112.04
1982-06-03,724065,112.04,111.86
1982-06-04,724066,111.66,110.09
1982-06-07,724069,109.59,110.12
1982-06-08,724070,110.33,109.63
1982-06-09,724071,109.46,108.99
1982-06-10,724072,109.35,109.61
1982-06-11,724073,111.11,111.24
1982-06-14,724076,110.5,109.96
1982-06-15,724077,109.63,109.69
1982-06-16,724078,110.1,108.87
1982-06-17,724079,108.01,107.6
1982-06-18,724080,107.6,107.28
1982-06-21,724083,107.28,107.2
1982-06-22,724084,107.25,108.3
1982-06-23,724085,108.59,110.14
1982-06-24,724086,110.25,109.83
1982-06-25,724087,109.56,109.14
1982-06-28,724090,109.3,110.26
1982-06-29,724091,110.26,110.21
1982-06-30,724092,110.95,109.61
1982-07-01,724093,109.52,108.71
1982-07-02,724094,108.1,107.65
1982-07-06,724098,107.27,107.29
1982-07-07,724099,107.08,107.22
1982-07-08,724100,106.85,107.53
1982-07-09,724101,108.23,108.83
1982-07-12,724104,109.48,109.57
1982-07-13,724105,109.19,109.45
1982-07-14,724106,109.68,110.44
1982-07-15,724107,110.83,110.47
1982-07-16,724108,110.16,111.07
1982-07-19,724111,111.75,110.73
1982-07-20,724112,111.11,111.54
1982-07-21,724113,112.15,111.42
1982-07-22,724114,110.95,111.48
1982-07-23,724115,111.46,111.17
1982-07-26,724118,110.66,110.36
1982-07-27,724119,110.26,109.43
1982-07-28,724120,109.42,107.74
1982-07-29,724121,107.42,107.72
1982-07-30,724122,107.35,107.09
1982-08-02,724125,107.71,108.98
1982-08-03,724126,108.98,107.83
1982-08-04,724127,107.83,106.14
1982-08-05,724128,106.1,105.16
1982-08-06,724129,105.16,103.71
1982-08-09,724132,103.69,103.08
1982-08-10,724133,103.11,102.84
1982-08-11,724134,102.83,102.6
1982-08-12,724135,102.6,102.42
1982-08-13,724136,102.42,103.85
1982-08-16,724139,103.86,104.09
1982-08-17,724140,105.4,109.04
1982-08-18,724141,109.04,108.54
1982-08-19,724142,108.53,109.16
1982-08-20,724143,109.19,113.02
1982-08-23,724146,113.02,116.11
1982-08-24,724147,116.11,115.35
1982-08-25,724148,115.35,117.58
1982-08-26,724149,117.57,118.55
1982-08-27,724150,117.38,117.11
1982-08-30,724153,117.05,117.66
1982-08-31,724154,117.65,119.51
1982-09-01,724155,119.52,118.25
1982-09-02,724156,118.24,120.29
1982-09-03,724157,120.31,122.68
1982-09-07,724161,122.68,121.37
1982-09-08,724162,121.33,122.2
1982-09-09,724163,122.19,121.97
1982-09-10,724164,121.97,120.97
1982-09-13,724167,120.94,122.24
1982-09-14,724168,122.27,123.1
1982-09-15,724169,123.09,124.29
1982-09-16,724170,124.28,123.77
1982-09-17,724171,123.76,122.55
1982-09-20,724174,122.54,122.51
1982-09-21,724175,122.51,124.88
1982-09-22,724176,124.9,123.99
1982-09-23,724177,123.99,123.81
1982-09-24,724178,123.79,123.32
1982-09-27,724181,123.32,123.62
1982-09-28,724182,123.62,123.24
1982-09-29,724183,123.24,121.63
1982-09-30,724184,121.62,120.42
1982-10-01,724185,120.4,121.97
1982-10-04,724188,121.97,121.51
1982-10-05,724189,121.6,121.98
1982-10-06,724190,122,125.97
1982-10-07,724191,125.99,128.8
1982-10-08,724192,128.79,131.05
1982-10-11,724195,131.06,134.47
1982-10-12,724196,134.48,134.44
1982-10-13,724197,134.42,136.71
1982-10-14,724198,136.71,134.57
1982-10-15,724199,134.55,133.57
1982-10-18,724202,133.59,136.73
1982-10-19,724203,136.73,136.58
1982-10-20,724204,136.58,139.23
1982-10-21,724205,139.23,139.06
1982-10-22,724206,139.06,138.83
1982-10-25,724209,138.81,133.32
1982-10-26,724210,133.29,134.48
1982-10-27,724211,134.48,135.29
1982-10-28,724212,135.28,133.59
1982-10-29,724213,133.54,133.72
1982-11-01,724216,133.72,135.47
1982-11-02,724217,135.48,137.49
1982-11-03,724218,137.53,142.87
1982-11-04,724219,142.85,141.85
1982-11-05,724220,141.85,142.16
1982-11-08,724223,142.12,140.44
1982-11-09,724224,140.48,143.02
1982-11-10,724225,143.04,141.16
1982-11-11,724226,141.15,141.75
1982-11-12,724227,141.75,139.53
1982-11-15,724230,139.54,137.03
1982-11-16,724231,136.97,135.42
1982-11-17,724232,135.47,137.93
1982-11-18,724233,137.93,138.34
1982-11-19,724234,138.35,137.02
1982-11-22,724237,137.03,134.22
1982-11-23,724238,134.21,132.93
1982-11-24,724239,132.92,133.88
1982-11-26,724241,133.89,134.88
1982-11-29,724244,134.89,134.2
1982-11-30,724245,134.2,138.53
1982-12-01,724246,138.56,138.72
1982-12-02,724247,138.72,138.82
1982-12-03,724248,138.87,138.69
1982-12-06,724251,138.7,141.77
1982-12-07,724252,141.79,142.72
1982-12-08,724253,142.71,141.82
1982-12-09,724254,141.8,140
1982-12-10,724255,139.99,139.57
1982-12-13,724258,139.57,139.95
1982-12-14,724259,139.99,137.4
1982-12-15,724260,137.4,135.24
1982-12-16,724261,135.22,135.3
1982-12-17,724262,135.35,137.49
1982-12-20,724265,137.49,136.25
1982-12-21,724266,136.24,138.61
1982-12-22,724267,138.63,138.83
1982-12-23,724268,138.84,139.72
1982-12-27,724272,139.73,142.17
1982-12-28,724273,142.18,140.77
1982-12-29,724274,140.77,141.24
1982-12-30,724275,141.24,140.33
1982-12-31,724276,140.34,140.64
1983-01-03,724279,140.65,138.34
1983-01-04,724280,138.33,141.36
1983-01-05,724281,141.35,141.96
1983-01-06,724282,142.01,145.27
1983-01-07,724283,145.27,145.18
1983-01-10,724286,145.19,146.78
1983-01-11,724287,146.79,145.78
1983-01-12,724288,145.76,146.69
1983-01-13,724289,146.67,145.73
1983-01-14,724290,145.72,146.65
1983-01-17,724293,146.65,146.72
1983-01-18,724294,146.71,146.4
1983-01-19,724295,146.4,145.27
1983-01-20,724296,145.29,146.29
1983-01-21,724297,146.3,143.85
1983-01-24,724300,143.84,139.97
1983-01-25,724301,139.98,141.75
1983-01-26,724302,141.77,141.54
1983-01-27,724303,141.54,144.27
1983-01-28,724304,144.31,144.51
1983-01-31,724307,144.51,145.3
1983-02-01,724308,145.29,142.96
1983-02-02,724309,142.95,143.23
1983-02-03,724310,143.25,144.26
1983-02-04,724311,144.26,146.14
1983-02-07,724314,146.14,146.93
1983-02-08,724315,146.93,145.7
1983-02-09,724316,145.7,145
1983-02-10,724317,145.04,147.5
1983-02-11,724318,147.51,147.65
1983-02-14,724321,147.71,148.93
1983-02-15,724322,148.94,148.3
1983-02-16,724323,148.31,147.43
1983-02-17,724324,147.43,147.44
1983-02-18,724325,147.44,148
1983-02-22,724329,148.01,145.48
1983-02-23,724330,145.47,146.79
1983-02-24,724331,146.8,149.6
1983-02-25,724332,149.6,149.74
1983-02-28,724335,149.74,148.06
1983-03-01,724336,148.07,150.88
1983-03-02,724337,150.91,152.3
1983-03-03,724338,152.31,153.48
1983-03-04,724339,153.47,153.67
1983-03-07,724342,153.67,153.67
1983-03-08,724343,153.63,151.26
1983-03-09,724344,151.25,152.87
1983-03-10,724345,152.87,151.8
1983-03-11,724346,151.75,151.24
1983-03-14,724349,151.28,150.83
1983-03-15,724350,150.83,151.37
1983-03-16,724351,151.36,149.81
1983-03-17,724352,149.8,149.59
1983-03-18,724353,149.59,149.9
1983-03-21,724356,149.82,151.19
1983-03-22,724357,151.21,150.66
1983-03-23,724358,150.65,152.81
1983-03-24,724359,152.82,153.37
1983-03-25,724360,153.37,152.67
1983-03-28,724363,152.67,151.85
1983-03-29,724364,151.85,151.59
1983-03-30,724365,151.6,153.39
1983-03-31,724366,153.41,152.96
1983-04-04,724370,152.92,153.02
1983-04-05,724371,153.04,151.9
1983-04-06,724372,151.9,151.04
1983-04-07,724373,151.04,151.76
1983-04-08,724374,151.77,152.85
1983-04-11,724377,152.87,155.14
1983-04-12,724378,155.15,155.82
1983-04-13,724379,155.82,156.77
1983-04-14,724380,156.8,158.12
1983-04-15,724381,158.11,158.75
1983-04-18,724384,158.75,159.74
1983-04-19,724385,159.74,158.71
1983-04-20,724386,158.71,160.71
1983-04-21,724387,160.73,160.05
1983-04-22,724388,160.04,160.42
1983-04-25,724391,160.43,158.81
1983-04-26,724392,158.81,161.81
1983-04-27,724393,161.85,161.44
1983-04-28,724394,161.44,162.95
1983-04-29,724395,162.97,164.43
1983-05-02,724398,164.41,162.11
1983-05-03,724399,162.1,162.34
1983-05-04,724400,162.38,163.31
1983-05-05,724401,163.35,164.28
1983-05-06,724402,164.3,166.1
1983-05-09,724405,166.1,165.81
1983-05-10,724406,165.82,165.95
1983-05-11,724407,165.95,164.96
1983-05-12,724408,164.98,164.25
1983-05-13,724409,164.26,164.91
1983-05-16,724412,164.9,163.4
1983-05-17,724413,163.4,163.71
1983-05-18,724414,163.73,163.27
1983-05-19,724415,163.27,161.99
1983-05-20,724416,161.97,162.14
1983-05-23,724419,162.06,163.43
1983-05-24,724420,163.45,165.54
1983-05-25,724421,165.54,166.21
1983-05-26,724422,166.22,165.48
1983-05-27,724423,165.49,164.46
1983-05-31,724427,164.44,162.39
1983-06-01,724428,162.38,162.55
1983-06-02,724429,162.56,163.98
1983-06-03,724430,163.96,164.42
1983-06-06,724433,164.43,164.83
1983-06-07,724434,164.84,162.77
1983-06-08,724435,162.78,161.36
1983-06-09,724436,161.37,161.83
1983-06-10,724437,161.86,162.68
1983-06-13,724440,162.7,164.84
1983-06-14,724441,164.87,165.53
1983-06-15,724442,165.52,167.12
1983-06-16,724443,167.11,169.14
1983-06-17,724444,169.11,169.13
1983-06-20,724447,169.13,169.02
1983-06-21,724448,169.03,170.53
1983-06-22,724449,170.53,170.99
1983-06-23,724450,170.99,170.57
1983-06-24,724451,170.57,170.41
1983-06-27,724454,170.4,168.46
1983-06-28,724455,168.45,165.68
1983-06-29,724456,165.78,166.64
1983-06-30,724457,167.64,167.64
1983-07-01,724458,168.11,168.64
1983-07-05,724462,166.55,166.6
1983-07-06,724463,166.71,168.48
1983-07-07,724464,168.48,167.56
1983-07-08,724465,167.56,167.08
1983-07-11,724468,167.09,168.11
1983-07-12,724469,168.05,165.53
1983-07-13,724470,165,165.46
1983-07-14,724471,165.61,166.01
1983-07-15,724472,166.01,164.29
1983-07-18,724475,164.28,163.95
1983-07-19,724476,163.95,164.82
1983-07-20,724477,164.89,169.29
1983-07-21,724478,169.29,169.06
1983-07-22,724479,168.51,168.89
1983-07-25,724482,167.67,169.53
1983-07-26,724483,169.62,170.53
1983-07-27,724484,170.68,167.59
1983-07-28,724485,167.32,165.04
1983-07-29,724486,165.03,162.56
1983-08-01,724489,162.34,162.04
