algo,ydate,probup,pctgain,holding_period
svm,2008-04-29,0.421693220502297,-0.3800,1day
svm,2008-04-30,0.452581112197868,1.7100,1day
svm,2008-05-01,0.428986325600651,0.3200,1day
svm,2008-05-02,0.419487826385251,-0.4500,1day
svm,2008-05-05,0.425292404559835,0.7700,1day
svm,2008-05-06,0.425897693768466,-1.8100,1day
svm,2008-05-07,0.455969915386607,0.3700,1day
svm,2008-05-08,0.464976876858096,-0.6700,1day
svm,2008-05-09,0.470349541029471,1.1000,1day
svm,2008-05-12,0.440262719287582,-0.0400,1day
svm,2008-05-13,0.420543912519821,0.4000,1day
svm,2008-05-14,0.423866031209258,1.0600,1day
svm,2008-05-15,0.424314793480515,0.1300,1day
svm,2008-05-16,0.427229232580074,0.0900,1day
svm,2008-05-19,0.436643874473713,-0.9300,1day
svm,2008-05-20,0.463265714137884,-1.6100,1day
svm,2008-05-21,0.480473649451633,0.2600,1day
svm,2008-05-22,0.476776671597565,-1.3200,1day
svm,2008-05-23,0.461756674957721,0.6800,1day
svm,2008-05-27,0.475531844478027,0.4000,1day
svm,2008-05-28,0.475069141359569,0.5300,1day
svm,2008-05-29,0.467448126326002,0.1500,1day
svm,2008-05-30,0.474383768052946,-1.0500,1day
svm,2008-06-02,0.496440927647348,-0.5800,1day
svm,2008-06-03,0.51922044485803,-0.0300,1day
svm,2008-06-04,0.504664401858634,1.9500,1day
svm,2008-06-05,0.455177413619283,-3.0900,1day
svm,2008-06-06,0.45740335546726,0.0800,1day
svm,2008-06-09,0.500039632656401,-0.2400,1day
svm,2008-06-10,0.499924088656242,-1.6900,1day
svm,2008-06-11,0.505364851844826,0.3300,1day
svm,2008-06-12,0.512797652032834,1.5000,1day
svm,2008-06-13,0.488819858415546,0.0100,1day
svm,2008-06-16,0.462615182112597,-0.6800,1day
svm,2008-06-17,0.480135658054306,-0.9700,1day
svm,2008-06-18,0.514140070737833,0.3800,1day
svm,2008-06-19,0.524473359147293,-1.8500,1day
svm,2008-06-20,0.50628029802749,0.0100,1day
svm,2008-06-23,0.521115650443995,-0.2800,1day
svm,2008-06-24,0.512750644412144,0.5800,1day
svm,2008-06-25,0.480574197083719,-2.9400,1day
svm,2008-06-26,0.505689120877789,-0.3700,1day
svm,2008-06-27,0.56268639370272,0.1300,1day
svm,2008-06-30,0.545779464480228,0.3800,1day
svm,2008-07-01,0.510532975843268,-1.8200,1day
svm,2008-07-02,0.519478664471902,0.1100,1day
svm,2008-07-03,0.538502759808054,-0.8400,1day
svm,2008-07-07,0.531874791135556,1.7100,1day
svm,2008-07-08,0.496194950883583,-2.2800,1day
svm,2008-07-09,0.499658336620569,0.7000,1day
svm,2008-07-10,0.531803221657893,-1.1100,1day
svm,2008-07-11,0.519095654261632,-0.9000,1day
svm,2008-07-14,0.531609299710141,-1.0900,1day
svm,2008-07-15,0.545737068011922,2.5100,1day
svm,2008-07-16,0.504018707255175,1.2000,1day
svm,2008-07-17,0.46041178537241,0.0300,1day
svm,2008-07-18,0.450107810542283,-0.0500,1day
svm,2008-07-21,0.477941497482696,1.3500,1day
svm,2008-07-22,0.481695700827752,0.4100,1day
svm,2008-07-23,0.449055706094889,-2.3100,1day
svm,2008-07-24,0.482394633362134,0.4200,1day
svm,2008-07-25,0.503532644160022,-1.8600,1day
svm,2008-07-28,0.505409169869301,2.3400,1day
svm,2008-07-29,0.44654822974046,1.6700,1day
svm,2008-07-30,0.444013575347978,-1.3100,1day
svm,2008-07-31,0.448225253964871,-0.5600,1day
svm,2008-08-01,0.50845246742375,-0.9000,1day
svm,2008-08-04,0.524111627172622,2.8700,1day
svm,2008-08-05,0.47128006783278,0.3400,1day
svm,2008-08-06,0.450107361575548,-1.7900,1day
svm,2008-08-07,0.459607189766218,2.3900,1day
svm,2008-08-08,0.460368637565858,0.6900,1day
svm,2008-08-11,0.437989589882066,-1.2100,1day
svm,2008-08-12,0.455159166913549,-0.2900,1day
svm,2008-08-13,0.501922853711374,0.5500,1day
svm,2008-08-14,0.482331220758029,0.4100,1day
svm,2008-08-15,0.453804705745628,-1.5100,1day
svm,2008-08-18,0.455339557636213,-0.9300,1day
svm,2008-08-19,0.51529039476934,0.6200,1day
svm,2008-08-20,0.50123979020976,0.2500,1day
svm,2008-08-21,0.467499932601754,1.1300,1day
svm,2008-08-22,0.457992242802365,-1.9600,1day
svm,2008-08-25,0.483841420181442,0.3700,1day
svm,2008-08-26,0.498487977000199,0.8000,1day
svm,2008-08-27,0.47876108805721,1.4800,1day
svm,2008-08-28,0.445797761856848,-1.3700,1day
svm,2008-08-29,0.451924311463713,-0.4100,1day
svm,2008-09-02,0.485295956020835,-0.2000,1day
svm,2008-09-03,0.482865749789062,-2.9900,1day
svm,2008-09-04,0.5063035035623,0.4400,1day
svm,2008-09-05,0.512846858794808,2.0500,1day
svm,2008-09-08,0.474042445532139,-3.4100,1day
svm,2008-09-09,0.438193758042818,0.6100,1day
svm,2008-09-10,0.49187284318935,1.3800,1day
svm,2008-09-11,0.49262629131544,0.2100,1day
svm,2008-09-12,0.468636442068778,-4.7100,1day
svm,2008-09-15,0.521588188739666,1.7500,1day
svm,2008-09-16,0.527762165990865,-4.7100,1day
svm,2008-09-17,0.544945657915662,4.3300,1day
svm,2008-09-18,0.432155158592204,4.0300,1day
svm,2008-09-19,0.458684257817115,-3.8200,1day
svm,2008-09-22,0.387846861598487,-1.5600,1day
svm,2008-09-23,0.538576767860437,-0.2000,1day
svm,2008-09-24,0.556890417587466,1.9700,1day
svm,2008-09-25,0.494216927168234,0.3400,1day
svm,2008-09-26,0.452391794307936,-8.8100,1day
svm,2008-09-29,0.536701974346776,5.4200,1day
svm,2008-09-30,0.410068534672118,-0.4500,1day
svm,2008-10-01,0.445599239957946,-4.0300,1day
svm,2008-10-02,0.517993508330328,-1.3500,1day
svm,2008-10-03,0.633995037784879,-3.8500,1day
svm,2008-10-06,0.654081302803362,-5.7400,1day
svm,2008-10-07,0.736936670187419,-1.1300,1day
svm,2008-10-08,0.702343904597939,-7.6200,1day
svm,2008-10-09,0.749693230514752,-1.1800,1day
svm,2008-10-10,0.766494697082062,11.5800,1day
svm,2008-10-13,0.478660843426607,-0.5300,1day
svm,2008-10-14,0.405830671098514,-9.0300,1day
svm,2008-10-15,0.638539593564511,4.2500,1day
svm,2008-10-16,0.56686567222917,-0.6200,1day
svm,2008-10-17,0.586605268913413,4.7700,1day
svm,2008-10-20,0.457007061039816,-3.0800,1day
svm,2008-10-21,0.407375001318221,-6.1000,1day
svm,2008-10-22,0.662217833103224,1.2600,1day
svm,2008-10-23,0.546922642037084,-3.4500,1day
svm,2008-10-24,0.521326185855745,-3.1800,1day
svm,2008-10-27,0.673096161645105,10.7900,1day
svm,2008-10-28,0.395893017283853,-1.1100,1day
svm,2008-10-29,0.315904551728285,2.5800,1day
svm,2008-10-30,0.395244277511714,1.5400,1day
svm,2008-10-31,0.460148299794374,-0.2500,1day
svm,2008-11-03,0.493246849129497,4.0800,1day
svm,2008-11-04,0.432848269177532,-5.2700,1day
svm,2008-11-05,0.373231054180554,-5.0300,1day
svm,2008-11-06,0.672823598908543,2.8900,1day
svm,2008-11-07,0.497270945655162,-1.2700,1day
svm,2008-11-10,0.407893279782174,-2.2000,1day
svm,2008-11-11,0.523210961591085,-5.1900,1day
svm,2008-11-12,0.652421875259628,6.9200,1day
svm,2008-11-13,0.453894214368982,-4.1700,1day
svm,2008-11-14,0.442969993504436,-2.5800,1day
svm,2008-11-17,0.637306851830834,0.9800,1day
svm,2008-11-18,0.652291556053164,-6.1200,1day
svm,2008-11-19,0.642734570519374,-6.7100,1day
svm,2008-11-20,0.815877020565264,6.3200,1day
svm,2008-11-21,0.552215165217047,6.4700,1day
svm,2008-11-24,0.600949160193213,0.6600,1day
svm,2008-11-25,0.399424645740774,3.5300,1day
svm,2008-11-26,0.412184374437259,0.9600,1day
svm,2008-11-28,0.472264723612322,-8.9300,1day
svm,2008-12-01,0.537207261244444,3.9900,1day
svm,2008-12-02,0.447169496651948,2.5800,1day
svm,2008-12-03,0.473356514269634,-2.9300,1day
svm,2008-12-04,0.341978834286923,3.6500,1day
svm,2008-12-05,0.287733000946266,3.8400,1day
svm,2008-12-08,0.359521520274412,-2.3100,1day
svm,2008-12-09,0.358005197729124,1.1900,1day
svm,2008-12-10,0.433358228371948,-2.8500,1day
svm,2008-12-11,0.489959540521328,0.7000,1day
svm,2008-12-12,0.496737850827233,-1.2700,1day
svm,2008-12-15,0.420992451176561,5.1400,1day
svm,2008-12-16,0.383313614621975,-0.9600,1day
svm,2008-12-17,0.37142104643966,-2.1200,1day
svm,2008-12-18,0.432565355710902,0.2900,1day
svm,2008-12-19,0.502999625810061,-1.8300,1day
svm,2008-12-22,0.519280603238215,-0.9700,1day
svm,2008-12-23,0.491224507545119,0.5800,1day
svm,2008-12-24,0.509064676856353,0.5400,1day
svm,2008-12-26,0.456798159556416,-0.3900,1day
svm,2008-12-29,0.462975748033852,2.4400,1day
svm,2008-12-30,0.450843125925914,1.4200,1day
svm,2008-12-31,0.466563892930425,3.1600,1day
svm,2009-01-02,0.439467900518155,-0.4700,1day
svm,2009-01-05,0.41213532556381,0.7800,1day
svm,2009-01-06,0.44036921384222,-3.0000,1day
svm,2009-01-07,0.455896493351278,0.3400,1day
svm,2009-01-08,0.469124797330179,-2.1300,1day
svm,2009-01-09,0.454883520362104,-2.2600,1day
svm,2009-01-12,0.516643285290332,0.1800,1day
svm,2009-01-13,0.482093952799714,-3.3500,1day
svm,2009-01-14,0.515590603628557,0.1300,1day
svm,2009-01-15,0.52169030508603,0.7600,1day
svm,2009-01-16,0.49875087585529,-5.2800,1day
svm,2009-01-20,0.548207313914546,4.3500,1day
svm,2009-01-21,0.442462213251843,-1.5200,1day
svm,2009-01-22,0.441498048790373,0.5400,1day
svm,2009-01-23,0.522244780016871,0.5600,1day
svm,2009-01-26,0.488991969920172,1.0900,1day
svm,2009-01-27,0.472328128118198,3.3600,1day
svm,2009-01-28,0.43573915990219,-3.3100,1day
svm,2009-01-29,0.399373996076245,-2.2800,1day
svm,2009-01-30,0.563623857724956,-0.0500,1day
svm,2009-02-02,0.513044518016858,1.5800,1day
svm,2009-02-03,0.415629754449624,-0.7500,1day
svm,2009-02-04,0.434641136163667,1.6400,1day
svm,2009-02-05,0.441243387091872,2.6900,1day
svm,2009-02-06,0.410812471577953,0.1500,1day
svm,2009-02-09,0.413888040953433,-4.9100,1day
svm,2009-02-10,0.5220919183825,0.8000,1day
svm,2009-02-11,0.545407261552735,0.1700,1day
svm,2009-02-12,0.469895128837684,-1.0000,1day
svm,2009-02-13,0.472856346652048,-4.5600,1day
svm,2009-02-17,0.559449780902728,-0.1000,1day
svm,2009-02-18,0.577503121959627,-1.2000,1day
svm,2009-02-19,0.521446317114385,-1.1400,1day
svm,2009-02-20,0.549633578841826,-3.4700,1day
svm,2009-02-23,0.609882734773185,4.0100,1day
svm,2009-02-24,0.492861556122726,-1.0700,1day
svm,2009-02-25,0.448272866047791,-1.5800,1day
svm,2009-02-26,0.543592789329029,-2.3600,1day
svm,2009-02-27,0.594182167945156,-4.6600,1day
svm,2009-03-02,0.673617144569216,-0.6400,1day
svm,2009-03-03,0.614949532176085,2.3800,1day
svm,2009-03-04,0.506876431620379,-4.2500,1day
svm,2009-03-05,0.511801840637965,0.1200,1day
svm,2009-03-06,0.583682763408081,-1.0000,1day
svm,2009-03-09,0.532066909369417,6.3700,1day
svm,2009-03-10,0.437966445277979,0.2400,1day
svm,2009-03-11,0.419529589548846,4.0700,1day
svm,2009-03-12,0.431845093569903,0.7700,1day
svm,2009-03-13,0.405870829563693,-0.3500,1day
svm,2009-03-16,0.422467115930052,3.2100,1day
svm,2009-03-17,0.386505564593906,2.0900,1day
svm,2009-03-18,0.37504576471053,-1.3000,1day
svm,2009-03-19,0.369310750117648,-1.9800,1day
svm,2009-03-20,0.453412051063515,7.0800,1day
svm,2009-03-23,0.29482576052918,-2.0400,1day
svm,2009-03-24,0.296668146525864,0.9600,1day
svm,2009-03-25,0.413124966829924,2.3300,1day
svm,2009-03-26,0.410089925424062,-2.0300,1day
svm,2009-03-27,0.422301875281409,-3.4800,1day
svm,2009-03-30,0.541921662423692,1.3100,1day
svm,2009-03-31,0.49922583411507,1.6600,1day
svm,2009-04-01,0.455126878330049,2.8700,1day
svm,2009-04-02,0.416317813851798,0.9700,1day
svm,2009-04-03,0.401014389547487,-0.8300,1day
svm,2009-04-06,0.489435899551506,-2.3900,1day
svm,2009-04-07,0.535759836982478,1.1800,1day
svm,2009-04-08,0.494636590382337,3.8100,1day
svm,2009-04-09,0.430962998468917,0.2500,1day
svm,2009-04-13,0.394088992419693,-2.0100,1day
svm,2009-04-14,0.443593284216605,1.2500,1day
svm,2009-04-15,0.439684795533949,1.5500,1day
svm,2009-04-16,0.412511215623579,0.5000,1day
svm,2009-04-17,0.420413315784426,-4.2800,1day
svm,2009-04-20,0.499980219886212,2.1300,1day
svm,2009-04-21,0.45054122116766,-0.7700,1day
svm,2009-04-22,0.414936829632297,0.9900,1day
svm,2009-04-23,0.426132020625038,1.6800,1day
svm,2009-04-24,0.420535142987357,-1.0100,1day
svm,2009-04-27,0.43728609117069,-0.2700,1day
svm,2009-04-28,0.458553321040479,2.1600,1day
svm,2009-04-29,0.42336610009622,-0.1000,1day
svm,2009-04-30,0.421216397747735,0.5400,1day
svm,2009-05-01,0.425029260923456,3.3900,1day
svm,2009-05-04,0.358191481604247,-0.3800,1day
svm,2009-05-05,0.357084516627174,1.7400,1day
svm,2009-05-06,0.388342192635669,-1.3200,1day
svm,2009-05-07,0.400808635203652,2.4100,1day
svm,2009-05-08,0.400669859115022,-2.1500,1day
svm,2009-05-11,0.385991096641825,-0.1000,1day
svm,2009-05-12,0.44323842686543,-2.6900,1day
svm,2009-05-13,0.472468669015132,1.0400,1day
svm,2009-05-14,0.454505738589139,-1.1400,1day
svm,2009-05-15,0.433342279061714,3.0400,1day
svm,2009-05-18,0.425605141491888,-0.1700,1day
svm,2009-05-19,0.419902472881678,-0.5100,1day
svm,2009-05-20,0.482620828329884,-1.6800,1day
svm,2009-05-21,0.512246848310498,-0.1500,1day
svm,2009-05-22,0.531451848876344,2.6300,1day
svm,2009-05-26,0.452627616815379,-1.9000,1day
svm,2009-05-27,0.435286092582269,1.5400,1day
svm,2009-05-28,0.43956056818194,1.3600,1day
svm,2009-05-29,0.423273640541156,2.5800,1day
svm,2009-06-01,0.398880991157536,0.2000,1day
svm,2009-06-02,0.405059642953674,-1.3700,1day
svm,2009-06-03,0.458351320165415,1.1500,1day
svm,2009-06-04,0.436716223179526,-0.2500,1day
svm,2009-06-05,0.414465936352236,-0.1000,1day
svm,2009-06-08,0.426441585052571,0.3500,1day
svm,2009-06-09,0.440290262842869,-0.3500,1day
svm,2009-06-10,0.429512118080845,0.6100,1day
svm,2009-06-11,0.439820582691082,0.1400,1day
svm,2009-06-12,0.442109169515842,-2.3800,1day
svm,2009-06-15,0.50104505787041,-1.2700,1day
svm,2009-06-16,0.532946801510898,-0.1400,1day
svm,2009-06-17,0.494938419922649,0.8400,1day
svm,2009-06-18,0.466928119649206,0.3100,1day
svm,2009-06-19,0.458884771812316,-3.0600,1day
svm,2009-06-22,0.515836289608634,0.2300,1day
svm,2009-06-23,0.529891665687408,0.6500,1day
svm,2009-06-24,0.483695541030238,2.1400,1day
svm,2009-06-25,0.455011241488508,-0.1500,1day
svm,2009-06-26,0.449173283992152,0.9100,1day
svm,2009-06-29,0.453208848285071,-0.8500,1day
svm,2009-06-30,0.458584905035322,0.4400,1day
svm,2009-07-01,0.468362064423516,-2.9100,1day
svm,2009-07-02,0.499140282501414,0.2600,1day
svm,2009-07-06,0.513999878437293,-1.9700,1day
svm,2009-07-07,0.487727782468951,-0.1700,1day
svm,2009-07-08,0.499067494559212,0.3500,1day
svm,2009-07-09,0.471389248888328,-0.4000,1day
svm,2009-07-10,0.483418928912086,2.4900,1day
svm,2009-07-13,0.449903847319669,0.5300,1day
svm,2009-07-14,0.445983886441274,2.9600,1day
svm,2009-07-15,0.4345565157025,0.8600,1day
svm,2009-07-16,0.426312530526173,-0.0400,1day
svm,2009-07-17,0.434349178568141,1.1400,1day
svm,2009-07-20,0.428455993511493,0.3600,1day
svm,2009-07-21,0.412715815635349,-0.0500,1day
svm,2009-07-22,0.421996316833743,2.3300,1day
svm,2009-07-23,0.391563523174063,0.3000,1day
svm,2009-07-24,0.377494273312477,0.3000,1day
svm,2009-07-27,0.414390705072371,-0.2600,1day
svm,2009-07-28,0.429104320735152,-0.4600,1day
svm,2009-07-29,0.462025121635351,1.1900,1day
svm,2009-07-30,0.43939709844327,0.0700,1day
svm,2009-07-31,0.434610721396035,1.5300,1day
svm,2009-08-03,0.432399965280052,0.3000,1day
svm,2009-08-04,0.431418334522731,-0.2900,1day
svm,2009-08-05,0.453685833296922,-0.5600,1day
svm,2009-08-06,0.481753350368372,1.3400,1day
svm,2009-08-07,0.460750681162415,-0.3300,1day
svm,2009-08-10,0.44906644352798,-1.2700,1day
svm,2009-08-11,0.482172241134635,1.1500,1day
svm,2009-08-12,0.452708914981377,0.6900,1day
svm,2009-08-13,0.43574486034563,-0.8500,1day
svm,2009-08-14,0.452637247082202,-2.4300,1day
svm,2009-08-17,0.521110922659318,1.0100,1day
svm,2009-08-18,0.48845791620336,0.6900,1day
svm,2009-08-19,0.448975894566755,1.0900,1day
svm,2009-08-20,0.432002809043616,1.8600,1day
svm,2009-08-21,0.428113951748487,-0.0500,1day
svm,2009-08-24,0.430079695535193,0.2400,1day
svm,2009-08-25,0.445693665916576,0.0100,1day
svm,2009-08-26,0.452208068236677,0.2800,1day
svm,2009-08-27,0.452122507774972,-0.2000,1day
svm,2009-08-28,0.440688050032511,-0.8100,1day
svm,2009-08-31,0.440105394829831,-2.2100,1day
svm,2009-09-01,0.481491873799685,-0.3300,1day
svm,2009-09-02,0.48520884419121,0.8500,1day
svm,2009-09-03,0.448109242771817,1.3100,1day
svm,2009-09-04,0.431350161938683,0.8800,1day
svm,2009-09-08,0.429682943985559,0.7800,1day
svm,2009-09-09,0.439398389870697,1.0400,1day
svm,2009-09-10,0.438297790669724,-0.1400,1day
svm,2009-09-11,0.444887263797321,0.6300,1day
svm,2009-09-14,0.449246439648345,0.3100,1day
svm,2009-09-15,0.442439001180008,1.5300,1day
svm,2009-09-16,0.411550876291089,-0.3100,1day
svm,2009-09-17,0.406377397337036,0.2600,1day
svm,2009-09-18,0.432593044659293,-0.3400,1day
svm,2009-09-21,0.439519001583777,0.6600,1day
svm,2009-09-22,0.439128948861344,-1.0100,1day
svm,2009-09-23,0.446732673769276,-0.9500,1day
svm,2009-09-24,0.484967043885578,-0.6100,1day
svm,2009-09-25,0.484402982263151,1.7800,1day
svm,2009-09-28,0.445822053997181,-0.2200,1day
svm,2009-09-29,0.439125034747077,-0.3300,1day
svm,2009-09-30,0.483962844264076,-2.5800,1day
svm,2009-10-01,0.526208784292734,-0.4500,1day
svm,2009-10-02,0.540162620307976,1.4900,1day
svm,2009-10-05,0.474013743717076,1.3700,1day
svm,2009-10-06,0.449826052145892,0.2700,1day
svm,2009-10-07,0.444134295760995,0.7500,1day
svm,2009-10-08,0.450349919984845,0.5600,1day
svm,2009-10-09,0.443843394173013,0.4400,1day
svm,2009-10-12,0.450531253619974,-0.2800,1day
svm,2009-10-13,0.452123238997912,1.7500,1day
svm,2009-10-14,0.429450339032861,0.4200,1day
svm,2009-10-15,0.402211265540721,-0.8100,1day
svm,2009-10-16,0.427812527018117,0.9400,1day
svm,2009-10-19,0.43598008167637,-0.6200,1day
svm,2009-10-20,0.439982581581944,-0.8900,1day
svm,2009-10-21,0.470778112235177,1.0600,1day
svm,2009-10-22,0.452284790744037,-1.2200,1day
svm,2009-10-23,0.458458511106469,-1.1700,1day
svm,2009-10-26,0.500582118290111,-0.3300,1day
svm,2009-10-27,0.490939295662925,-1.9500,1day
svm,2009-10-28,0.51397988923946,2.2500,1day
svm,2009-10-29,0.468898144985701,-2.8100,1day
svm,2009-10-30,0.467269655201924,0.6500,1day
svm,2009-11-02,0.519181563901086,0.2400,1day
svm,2009-11-03,0.483029195469901,0.1000,1day
svm,2009-11-04,0.482444311883153,1.9200,1day
svm,2009-11-05,0.461701864007108,0.2500,1day
svm,2009-11-06,0.448907012717123,2.2200,1day
svm,2009-11-09,0.432886438834083,-0.0100,1day
svm,2009-11-10,0.42699046432154,0.5000,1day
svm,2009-11-11,0.436236665209125,-1.0300,1day
svm,2009-11-12,0.460471178669829,0.5700,1day
svm,2009-11-13,0.445998583514198,1.4500,1day
svm,2009-11-16,0.413033940199303,0.0900,1day
svm,2009-11-17,0.412596709156189,-0.0500,1day
svm,2009-11-18,0.431356803827962,-1.3400,1day
svm,2009-11-19,0.465957141419083,-0.3200,1day
svm,2009-11-20,0.478517105309859,1.3600,1day
svm,2009-11-23,0.454656333390711,-0.0500,1day
svm,2009-11-24,0.444700491803753,0.4500,1day
svm,2009-11-25,0.461366287732016,-1.7200,1day
svm,2009-11-27,0.472431726871694,0.3800,1day
svm,2009-11-30,0.488077114214081,1.2100,1day
svm,2009-12-01,0.458530256469769,0.0300,1day
svm,2009-12-02,0.455948966025708,-0.8400,1day
svm,2009-12-03,0.483468111298067,0.5500,1day
svm,2009-12-04,0.47263064784064,-0.2500,1day
svm,2009-12-07,0.462063276416085,-1.0300,1day
svm,2009-12-08,0.488690836828209,0.3700,1day
svm,2009-12-09,0.482077657678484,0.5800,1day
svm,2009-12-10,0.466392123859385,0.3700,1day
svm,2009-12-11,0.452214569403404,0.7000,1day
svm,2009-12-14,0.449501869434578,-0.5500,1day
svm,2009-12-15,0.466569519087714,0.1100,1day
svm,2009-12-16,0.476510091930103,-1.1800,1day
svm,2009-12-17,0.479676777062307,0.5800,1day
svm,2009-12-18,0.480936978107423,1.0500,1day
svm,2009-12-21,0.448360091379192,0.3600,1day
svm,2009-12-22,0.4343315460012,0.2300,1day
svm,2009-12-23,0.444635767466483,0.5300,1day
svm,2009-12-24,0.444215566942738,0.1200,1day
svm,2009-12-28,0.451316800219509,-0.1400,1day
svm,2009-12-29,0.457188560087591,0.0200,1day
svm,2009-12-30,0.454879507993672,-1.0000,1day
svm,2009-12-31,0.468502078488972,1.6000,1day
svm,2010-01-04,0.449495685213396,0.3100,1day
svm,2010-01-05,0.443658961819431,0.0500,1day
svm,2010-01-06,0.468152472288062,0.4000,1day
svm,2010-01-07,0.473745931521704,0.2900,1day
svm,2010-01-08,0.472295541046698,0.1700,1day
svm,2010-01-11,0.471229068937903,-0.9400,1day
svm,2010-01-12,0.488722993976543,0.8300,1day
svm,2010-01-13,0.477067421192271,0.2400,1day
svm,2010-01-14,0.465662092847875,-1.0800,1day
svm,2010-01-15,0.488623110975957,1.2500,1day
svm,2010-01-19,0.479114000304242,-1.0600,1day
svm,2010-01-20,0.480198594636467,-1.8900,1day
svm,2010-01-21,0.52706791335286,-2.2100,1day
svm,2010-01-22,0.561670184970165,0.4600,1day
svm,2010-01-25,0.51754474985831,-0.4200,1day
svm,2010-01-26,0.498330150551885,0.4900,1day
svm,2010-01-27,0.485354941538116,-1.1800,1day
svm,2010-01-28,0.504521003265607,-0.9800,1day
svm,2010-01-29,0.540041660369916,1.4300,1day
svm,2010-02-01,0.495481240210755,1.3000,1day
svm,2010-02-02,0.477343884479815,-0.5500,1day
svm,2010-02-03,0.48329498194192,-3.1100,1day
svm,2010-02-04,0.547613843072122,0.2900,1day
svm,2010-02-05,0.515565881103763,-0.8900,1day
svm,2010-02-08,0.497760453437134,1.3000,1day
svm,2010-02-09,0.470446114566123,-0.2200,1day
svm,2010-02-10,0.472539976091736,0.9700,1day
svm,2010-02-11,0.468128506059148,-0.2700,1day
svm,2010-02-12,0.466039201162744,1.8000,1day
svm,2010-02-16,0.458330885213936,0.4200,1day
svm,2010-02-17,0.455505287674299,0.6600,1day
svm,2010-02-18,0.46288478544468,0.2200,1day
svm,2010-02-19,0.451106587693274,-0.1000,1day
svm,2010-02-22,0.464703100208223,-1.2100,1day
svm,2010-02-23,0.480366382811356,0.9700,1day
svm,2010-02-24,0.46555130086157,-0.2100,1day
svm,2010-02-25,0.45298640422811,0.1400,1day
svm,2010-02-26,0.469299816447365,1.0200,1day
svm,2010-03-01,0.452443243303376,0.2300,1day
svm,2010-03-02,0.459175192488065,0.0400,1day
svm,2010-03-03,0.471619946209261,0.3700,1day
svm,2010-03-04,0.475823447429365,1.4000,1day
svm,2010-03-05,0.460323234197127,-0.0200,1day
svm,2010-03-08,0.460894435159556,0.1700,1day
svm,2010-03-09,0.46989684108172,0.4500,1day
svm,2010-03-10,0.469232175794312,0.4000,1day
svm,2010-03-11,0.461600191922224,-0.0200,1day
svm,2010-03-12,0.465581217722448,0.0500,1day
svm,2010-03-15,0.477143111330402,0.7800,1day
svm,2010-03-16,0.462280131258769,0.5800,1day
svm,2010-03-17,0.456063781719248,-0.0300,1day
svm,2010-03-18,0.463003412587622,-0.5100,1day
svm,2010-03-19,0.482920578222664,0.5100,1day
svm,2010-03-22,0.471491660158184,0.7200,1day
svm,2010-03-23,0.455453072333102,-0.5500,1day
svm,2010-03-24,0.468434898766414,-0.1700,1day
svm,2010-03-25,0.48292509152557,0.0700,1day
svm,2010-03-26,0.473479851767266,0.5700,1day
svm,2010-03-29,0.458546565556179,0.0000,1day
svm,2010-03-30,0.462633315993006,-0.3300,1day
svm,2010-03-31,0.481885662747753,0.7400,1day
svm,2010-04-01,0.469435188465281,0.7900,1day
svm,2010-04-05,0.448458867780237,0.1700,1day
svm,2010-04-06,0.455312255117909,-0.5900,1day
svm,2010-04-07,0.476633645519381,0.3400,1day
svm,2010-04-08,0.470701045101029,0.6700,1day
svm,2010-04-09,0.451181591668507,0.1800,1day
svm,2010-04-12,0.454320931844468,0.0700,1day
svm,2010-04-13,0.465601272826244,1.1200,1day
svm,2010-04-14,0.452901916931686,0.0800,1day
svm,2010-04-15,0.446570720279551,-1.6100,1day
svm,2010-04-16,0.487285408016571,0.4500,1day
svm,2010-04-19,0.487985069374683,0.8100,1day
svm,2010-04-20,0.460633365624076,-0.1000,1day
svm,2010-04-21,0.457709299366335,0.2300,1day
svm,2010-04-22,0.465504823728375,0.7100,1day
svm,2010-04-23,0.458945556110828,-0.4300,1day
svm,2010-04-26,0.468348197535741,-2.3400,1day
svm,2010-04-27,0.520040942513906,0.6500,1day
svm,2010-04-28,0.504432169653816,1.2900,1day
svm,2010-04-29,0.463907462100217,-1.6600,1day
svm,2010-04-30,0.476269209333778,1.3100,1day
svm,2010-05-03,0.471431378956053,-2.3800,1day
svm,2010-05-04,0.495237602885,-0.6600,1day
svm,2010-05-05,0.534553864126385,-3.2400,1day
svm,2010-05-06,0.562114538429174,-1.5300,1day
svm,2010-05-07,0.595523272960612,4.4000,1day
svm,2010-05-10,0.447189922968068,-0.3400,1day
svm,2010-05-11,0.437753903107321,1.3700,1day
svm,2010-05-12,0.468629188123768,-1.2100,1day
svm,2010-05-13,0.494440039101106,-1.8800,1day
svm,2010-05-14,0.549807484995259,0.1100,1day
svm,2010-05-17,0.529828902008833,-1.4200,1day
svm,2010-05-18,0.51722587559366,-0.5100,1day
svm,2010-05-19,0.524465688602028,-3.9000,1day
svm,2010-05-20,0.558750119505815,1.5000,1day
svm,2010-05-21,0.495899745687165,-1.2900,1day
svm,2010-05-24,0.507452823326219,0.0400,1day
svm,2010-05-25,0.524182397121135,-0.5700,1day
svm,2010-05-26,0.530315182318429,3.2900,1day
svm,2010-05-27,0.471421470159863,-1.2400,1day
svm,2010-05-28,0.469222395096248,-1.7200,1day
svm,2010-06-01,0.556032157575344,2.5800,1day
svm,2010-06-02,0.477537360390962,0.4100,1day
